level,model,sku_id,description,observations,mae,rmse,wmape
sku,moving_average_7,21482,MUSHROOM BLUE HOT WATER BOTTLE,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21482,MUSHROOM BLUE HOT WATER BOTTLE,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21482,MUSHROOM BLUE HOT WATER BOTTLE,28,1.1331,1.2769,0.0000
sku,naive_lag_1,21484,CHICK GREY HOT WATER BOTTLE,28,13.3214,17.3112,0.9395
sku,moving_average_7,21484,CHICK GREY HOT WATER BOTTLE,28,10.8163,14.3721,0.7629
sku,seasonal_naive_lag_7,21484,CHICK GREY HOT WATER BOTTLE,28,11.5000,17.2710,0.8111
sku,weekday_seasonal_mean,21484,CHICK GREY HOT WATER BOTTLE,28,9.0566,14.5052,0.6388
sku,naive_lag_1,21485,RETROSPOT HEART HOT WATER BOTTLE,28,22.5714,31.4892,1.0112
sku,moving_average_7,21485,RETROSPOT HEART HOT WATER BOTTLE,28,17.3061,24.0767,0.7753
sku,seasonal_naive_lag_7,21485,RETROSPOT HEART HOT WATER BOTTLE,28,21.0000,33.6452,0.9408
sku,weekday_seasonal_mean,21485,RETROSPOT HEART HOT WATER BOTTLE,28,13.9512,25.5033,0.6250
sku,naive_lag_1,21486,PINK HEART DOTS HOT WATER BOTTLE,28,0.0000,0.0000,0.0000
sku,moving_average_7,21486,PINK HEART DOTS HOT WATER BOTTLE,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21486,PINK HEART DOTS HOT WATER BOTTLE,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21486,PINK HEART DOTS HOT WATER BOTTLE,28,1.5691,1.8075,0.0000
sku,naive_lag_1,21488,RED WHITE SCARF HOT WATER BOTTLE,28,0.0000,0.0000,0.0000
sku,moving_average_7,21488,RED WHITE SCARF HOT WATER BOTTLE,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21488,RED WHITE SCARF HOT WATER BOTTLE,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21488,RED WHITE SCARF HOT WATER BOTTLE,28,3.3583,3.8942,0.0000
sku,naive_lag_1,21491,UNKNOWN,28,0.0000,0.0000,0.0000
sku,moving_average_7,21491,UNKNOWN,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21491,UNKNOWN,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21491,UNKNOWN,28,4.0433,4.5131,0.0000
sku,naive_lag_1,21494,ROTATING LEAVES T-LIGHT HOLDER,28,12.3929,16.0946,0.8422
sku,moving_average_7,21494,ROTATING LEAVES T-LIGHT HOLDER,28,9.9082,12.4064,0.6734
sku,seasonal_naive_lag_7,21494,ROTATING LEAVES T-LIGHT HOLDER,28,11.9286,15.9665,0.8107
sku,weekday_seasonal_mean,21494,ROTATING LEAVES T-LIGHT HOLDER,28,10.1485,14.8325,0.6897
sku,naive_lag_1,21495,SKULLS AND CROSSBONES WRAP,28,41.0714,80.7332,1.5862
sku,moving_average_7,21495,SKULLS AND CROSSBONES WRAP,28,36.8622,57.1468,1.4236
sku,seasonal_naive_lag_7,21495,SKULLS AND CROSSBONES WRAP,28,40.1786,73.9510,1.5517
sku,weekday_seasonal_mean,21495,SKULLS AND CROSSBONES WRAP,28,22.6407,51.1601,0.8744
sku,naive_lag_1,21497,FANCY FONTS BIRTHDAY WRAP,28,40.1786,58.0563,1.5517
sku,moving_average_7,21497,FANCY FONTS BIRTHDAY WRAP,28,28.8265,41.7589,1.1133
sku,seasonal_naive_lag_7,21497,FANCY FONTS BIRTHDAY WRAP,28,29.4643,44.0677,1.1379
sku,weekday_seasonal_mean,21497,FANCY FONTS BIRTHDAY WRAP,28,24.6195,39.9450,0.9508
sku,naive_lag_1,21498,RED RETROSPOT WRAP,28,50.0000,62.6783,1.2174
sku,moving_average_7,21498,RED RETROSPOT WRAP,28,39.6684,46.8145,0.9658
sku,seasonal_naive_lag_7,21498,RED RETROSPOT WRAP,28,41.0714,55.0973,1.0000
sku,weekday_seasonal_mean,21498,RED RETROSPOT WRAP,28,31.4356,39.5264,0.7654
sku,naive_lag_1,21499,BLUE POLKADOT WRAP,28,33.9286,73.7999,1.5833
sku,moving_average_7,21499,BLUE POLKADOT WRAP,28,30.4847,55.5379,1.4226
sku,seasonal_naive_lag_7,21499,BLUE POLKADOT WRAP,28,33.9286,71.6514,1.5833
sku,weekday_seasonal_mean,21499,BLUE POLKADOT WRAP,28,22.1549,51.6665,1.0339
sku,naive_lag_1,21500,PINK POLKADOT WRAP,28,26.7857,42.7827,1.3636
sku,moving_average_7,21500,PINK POLKADOT WRAP,28,25.5102,35.4711,1.2987
sku,seasonal_naive_lag_7,21500,PINK POLKADOT WRAP,28,32.1429,46.2910,1.6364
sku,weekday_seasonal_mean,21500,PINK POLKADOT WRAP,28,22.4395,31.9699,1.1424
sku,naive_lag_1,21503,TOYBOX WRAP,28,1.7857,6.6815,2.0000
sku,moving_average_7,21503,TOYBOX WRAP,28,2.4235,5.2714,2.7143
sku,seasonal_naive_lag_7,21503,TOYBOX WRAP,28,2.6786,8.1832,3.0000
sku,weekday_seasonal_mean,21503,TOYBOX WRAP,28,3.1074,4.7918,3.4803
sku,naive_lag_1,21504,SKULLS GREETING CARD,28,9.2143,15.0570,1.7432
sku,moving_average_7,21504,SKULLS GREETING CARD,28,8.3980,11.4465,1.5888
sku,seasonal_naive_lag_7,21504,SKULLS GREETING CARD,28,6.7143,12.2708,1.2703
sku,weekday_seasonal_mean,21504,SKULLS GREETING CARD,28,8.3860,10.3023,1.5865
sku,naive_lag_1,21506,"FANCY FONT BIRTHDAY CARD,",28,28.6071,63.0711,1.3024
sku,moving_average_7,21506,"FANCY FONT BIRTHDAY CARD,",28,19.2296,45.2495,0.8755
sku,seasonal_naive_lag_7,21506,"FANCY FONT BIRTHDAY CARD,",28,23.7500,45.1185,1.0813
sku,weekday_seasonal_mean,21506,"FANCY FONT BIRTHDAY CARD,",28,16.0508,44.3732,0.7308
sku,naive_lag_1,21507,ELEPHANT BIRTHDAY CARD,28,10.8929,19.7891,0.9242
sku,moving_average_7,21507,ELEPHANT BIRTHDAY CARD,28,11.9694,16.4065,1.0156
sku,seasonal_naive_lag_7,21507,ELEPHANT BIRTHDAY CARD,28,17.3571,27.2855,1.4727
sku,weekday_seasonal_mean,21507,ELEPHANT BIRTHDAY CARD,28,8.2540,14.4743,0.7003
sku,naive_lag_1,21508,VINTAGE KID DOLLY CARD,28,7.3571,12.9725,1.7311
sku,moving_average_7,21508,VINTAGE KID DOLLY CARD,28,8.0561,10.7541,1.8956
sku,seasonal_naive_lag_7,21508,VINTAGE KID DOLLY CARD,28,10.6429,19.0807,2.5042
sku,weekday_seasonal_mean,21508,VINTAGE KID DOLLY CARD,28,8.1236,9.9374,1.9114
sku,naive_lag_1,21509,COWBOYS AND INDIANS BIRTHDAY CARD,28,8.2143,11.8894,1.2105
sku,moving_average_7,21509,COWBOYS AND INDIANS BIRTHDAY CARD,28,8.0459,10.8211,1.1857
sku,seasonal_naive_lag_7,21509,COWBOYS AND INDIANS BIRTHDAY CARD,28,11.5357,23.1648,1.7000
sku,weekday_seasonal_mean,21509,COWBOYS AND INDIANS BIRTHDAY CARD,28,8.1528,9.8308,1.2015
sku,naive_lag_1,21518,BANK ACCOUNT GREETING CARD,28,0.0000,0.0000,0.0000
sku,moving_average_7,21518,BANK ACCOUNT GREETING CARD,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21518,BANK ACCOUNT GREETING CARD,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21518,BANK ACCOUNT GREETING CARD,28,1.5553,1.7185,0.0000
sku,naive_lag_1,21519,GIN & TONIC DIET GREETING CARD,28,12.1429,20.7984,1.5315
sku,moving_average_7,21519,GIN & TONIC DIET GREETING CARD,28,12.8776,18.6973,1.6242
sku,seasonal_naive_lag_7,21519,GIN & TONIC DIET GREETING CARD,28,17.6071,26.6022,2.2207
sku,weekday_seasonal_mean,21519,GIN & TONIC DIET GREETING CARD,28,10.8178,15.6040,1.3644
sku,naive_lag_1,21520,BOOZE & WOMEN GREETING CARD,28,0.2143,0.4629,2.0000
sku,moving_average_7,21520,BOOZE & WOMEN GREETING CARD,28,0.1888,0.3361,1.7619
sku,seasonal_naive_lag_7,21520,BOOZE & WOMEN GREETING CARD,28,0.1786,0.4226,1.6667
sku,weekday_seasonal_mean,21520,BOOZE & WOMEN GREETING CARD,28,1.2337,1.4190,11.5142
sku,naive_lag_1,21523,DOORMAT FANCY FONT HOME SWEET HOME,28,8.6786,12.6392,1.1198
sku,moving_average_7,21523,DOORMAT FANCY FONT HOME SWEET HOME,28,8.5816,12.2765,1.1073
sku,seasonal_naive_lag_7,21523,DOORMAT FANCY FONT HOME SWEET HOME,28,11.3571,17.4110,1.4654
sku,weekday_seasonal_mean,21523,DOORMAT FANCY FONT HOME SWEET HOME,28,7.5354,10.7473,0.9723
sku,naive_lag_1,21524,DOORMAT SPOTTY HOME SWEET HOME,28,8.5000,17.6149,1.5159
sku,moving_average_7,21524,DOORMAT SPOTTY HOME SWEET HOME,28,7.0612,13.2487,1.2593
sku,seasonal_naive_lag_7,21524,DOORMAT SPOTTY HOME SWEET HOME,28,6.8214,17.1704,1.2166
sku,weekday_seasonal_mean,21524,DOORMAT SPOTTY HOME SWEET HOME,28,7.2547,12.6894,1.2938
sku,naive_lag_1,21527,RED RETROSPOT TRADITIONAL TEAPOT,28,0.0000,0.0000,0.0000
sku,moving_average_7,21527,RED RETROSPOT TRADITIONAL TEAPOT,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21527,RED RETROSPOT TRADITIONAL TEAPOT,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21527,RED RETROSPOT TRADITIONAL TEAPOT,28,4.7006,5.4907,0.0000
sku,naive_lag_1,21528,DAIRY MAID TRADITIONAL TEAPOT,28,0.3929,0.6814,1.3750
sku,moving_average_7,21528,DAIRY MAID TRADITIONAL TEAPOT,28,0.4133,0.5644,1.4464
sku,seasonal_naive_lag_7,21528,DAIRY MAID TRADITIONAL TEAPOT,28,0.3929,0.6814,1.3750
sku,weekday_seasonal_mean,21528,DAIRY MAID TRADITIONAL TEAPOT,28,1.0735,1.4829,3.7573
sku,naive_lag_1,21529,UNKNOWN,28,0.0000,0.0000,0.0000
sku,moving_average_7,21529,UNKNOWN,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21529,UNKNOWN,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21529,UNKNOWN,28,0.7075,0.8615,0.0000
sku,naive_lag_1,21530,DAIRY MAID TOASTRACK,28,2.5000,5.4642,1.4000
sku,moving_average_7,21530,DAIRY MAID TOASTRACK,28,3.6990,5.7551,2.0714
sku,seasonal_naive_lag_7,21530,DAIRY MAID TOASTRACK,28,4.1429,8.1548,2.3200
sku,weekday_seasonal_mean,21530,DAIRY MAID TOASTRACK,28,2.2760,4.9238,1.2745
sku,naive_lag_1,21531,RED RETROSPOT SUGAR JAM BOWL,28,3.7857,4.9497,1.0291
sku,moving_average_7,21531,RED RETROSPOT SUGAR JAM BOWL,28,3.5000,4.2605,0.9515
sku,seasonal_naive_lag_7,21531,RED RETROSPOT SUGAR JAM BOWL,28,4.2857,6.0059,1.1650
sku,weekday_seasonal_mean,21531,RED RETROSPOT SUGAR JAM BOWL,28,4.0903,5.0615,1.1119
sku,naive_lag_1,21532,UNKNOWN,28,0.0000,0.0000,0.0000
sku,moving_average_7,21532,UNKNOWN,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21532,UNKNOWN,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21532,UNKNOWN,28,1.9605,4.3354,0.0000
sku,naive_lag_1,21533,RETROSPOT LARGE MILK JUG,28,3.5357,4.6020,1.2532
sku,moving_average_7,21533,RETROSPOT LARGE MILK JUG,28,2.9235,3.4908,1.0362
sku,seasonal_naive_lag_7,21533,RETROSPOT LARGE MILK JUG,28,3.6786,4.8880,1.3038
sku,weekday_seasonal_mean,21533,RETROSPOT LARGE MILK JUG,28,2.9283,3.6265,1.0379
sku,naive_lag_1,21534,DAIRY MAID LARGE MILK JUG,28,1.3571,2.2361,1.5833
sku,moving_average_7,21534,DAIRY MAID LARGE MILK JUG,28,1.2959,1.7375,1.5119
sku,seasonal_naive_lag_7,21534,DAIRY MAID LARGE MILK JUG,28,0.7500,1.6147,0.8750
sku,weekday_seasonal_mean,21534,DAIRY MAID LARGE MILK JUG,28,1.3021,1.6735,1.5191
sku,naive_lag_1,21535,RED RETROSPOT SMALL MILK JUG,28,4.5357,5.8156,1.0855
sku,moving_average_7,21535,RED RETROSPOT SMALL MILK JUG,28,3.9745,4.5815,0.9512
sku,seasonal_naive_lag_7,21535,RED RETROSPOT SMALL MILK JUG,28,4.4286,6.1412,1.0598
sku,weekday_seasonal_mean,21535,RED RETROSPOT SMALL MILK JUG,28,5.9916,7.2945,1.4339
sku,naive_lag_1,21536,DAIRY MAID SMALL MILK JUG,28,0.0000,0.0000,0.0000
sku,moving_average_7,21536,DAIRY MAID SMALL MILK JUG,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21536,DAIRY MAID SMALL MILK JUG,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21536,DAIRY MAID SMALL MILK JUG,28,0.3102,0.3684,0.0000
sku,naive_lag_1,21537,RED RETROSPOT PUDDING BOWL,28,2.9286,4.6136,1.6400
sku,moving_average_7,21537,RED RETROSPOT PUDDING BOWL,28,2.7347,3.7947,1.5314
sku,seasonal_naive_lag_7,21537,RED RETROSPOT PUDDING BOWL,28,3.3571,5.2236,1.8800
sku,weekday_seasonal_mean,21537,RED RETROSPOT PUDDING BOWL,28,2.3224,3.5235,1.3006
sku,naive_lag_1,21538,DAIRY MAID PUDDING BOWL,28,0.0000,0.0000,0.0000
sku,moving_average_7,21538,DAIRY MAID PUDDING BOWL,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21538,DAIRY MAID PUDDING BOWL,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21538,DAIRY MAID PUDDING BOWL,28,1.8684,4.5365,0.0000
sku,naive_lag_1,21539,check,28,0.0000,0.0000,0.0000
sku,moving_average_7,21539,check,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21539,check,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21539,check,28,3.8378,4.2825,0.0000
sku,naive_lag_1,21540,DAIRY MAID BUTTER DISH,28,0.0000,0.0000,0.0000
sku,moving_average_7,21540,DAIRY MAID BUTTER DISH,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21540,DAIRY MAID BUTTER DISH,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21540,DAIRY MAID BUTTER DISH,28,1.8688,4.2267,0.0000
sku,naive_lag_1,21541,DINOSAURS WATER TRANSFER TATTOOS,28,0.0000,0.0000,0.0000
sku,moving_average_7,21541,DINOSAURS WATER TRANSFER TATTOOS,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21541,DINOSAURS WATER TRANSFER TATTOOS,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21541,DINOSAURS WATER TRANSFER TATTOOS,28,2.6785,3.1107,0.0000
sku,naive_lag_1,21542,UNKNOWN,28,0.0000,0.0000,0.0000
sku,moving_average_7,21542,UNKNOWN,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21542,UNKNOWN,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21542,UNKNOWN,28,2.6411,2.9977,0.0000
sku,naive_lag_1,21544,SKULLS WATER TRANSFER TATTOOS,28,15.8571,25.4137,1.7412
sku,moving_average_7,21544,SKULLS WATER TRANSFER TATTOOS,28,11.7602,17.3673,1.2913
sku,seasonal_naive_lag_7,21544,SKULLS WATER TRANSFER TATTOOS,28,13.1786,20.8575,1.4471
sku,weekday_seasonal_mean,21544,SKULLS WATER TRANSFER TATTOOS,28,9.5037,15.1460,1.0435
sku,naive_lag_1,21545,UNKNOWN,28,0.0000,0.0000,0.0000
sku,moving_average_7,21545,UNKNOWN,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21545,UNKNOWN,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21545,UNKNOWN,28,0.9830,1.2806,0.0000
sku,naive_lag_1,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,28,0.0000,0.0000,0.0000
sku,moving_average_7,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,28,1.0081,1.4128,0.0000
sku,naive_lag_1,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,28,0.0000,0.0000,0.0000
sku,moving_average_7,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,28,0.9568,1.2925,0.0000
sku,naive_lag_1,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,28,0.0000,0.0000,0.0000
sku,moving_average_7,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,28,0.7670,1.1928,0.0000
sku,naive_lag_1,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,28,0.0000,0.0000,0.0000
sku,moving_average_7,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,28,0.4139,0.6125,0.0000
sku,naive_lag_1,21555,CERAMIC STRAWBERRY TRINKET TRAY,28,0.6071,0.9063,1.4167
sku,moving_average_7,21555,CERAMIC STRAWBERRY TRINKET TRAY,28,0.6633,0.7862,1.5476
sku,seasonal_naive_lag_7,21555,CERAMIC STRAWBERRY TRINKET TRAY,28,0.7857,1.4639,1.8333
sku,weekday_seasonal_mean,21555,CERAMIC STRAWBERRY TRINKET TRAY,28,0.7578,1.0318,1.7681
sku,naive_lag_1,21556,CERAMIC STRAWBERRY MONEY BOX,28,0.2500,0.6268,2.3333
sku,moving_average_7,21556,CERAMIC STRAWBERRY MONEY BOX,28,0.2296,0.4294,2.1429
sku,seasonal_naive_lag_7,21556,CERAMIC STRAWBERRY MONEY BOX,28,0.1786,0.5669,1.6667
sku,weekday_seasonal_mean,21556,CERAMIC STRAWBERRY MONEY BOX,28,2.1485,2.9554,20.0529
sku,naive_lag_1,21557,SET OF 6 FUNKY BEAKERS,28,2.0000,2.9277,1.4737
sku,moving_average_7,21557,SET OF 6 FUNKY BEAKERS,28,1.7092,2.2421,1.2594
sku,seasonal_naive_lag_7,21557,SET OF 6 FUNKY BEAKERS,28,1.8929,2.8847,1.3947
sku,weekday_seasonal_mean,21557,SET OF 6 FUNKY BEAKERS,28,1.4895,2.0211,1.0975
sku,naive_lag_1,21558,SKULL LUNCH BOX WITH CUTLERY,28,6.5000,9.9750,1.3582
sku,moving_average_7,21558,SKULL LUNCH BOX WITH CUTLERY,28,5.1786,7.8951,1.0821
sku,seasonal_naive_lag_7,21558,SKULL LUNCH BOX WITH CUTLERY,28,5.8214,9.2331,1.2164
sku,weekday_seasonal_mean,21558,SKULL LUNCH BOX WITH CUTLERY,28,4.8020,7.4078,1.0034
sku,naive_lag_1,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,28,9.2143,11.5078,1.1944
sku,moving_average_7,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,28,6.7449,9.1804,0.8743
sku,seasonal_naive_lag_7,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,28,8.2857,12.0919,1.0741
sku,weekday_seasonal_mean,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,28,6.6357,8.8957,0.8602
sku,naive_lag_1,21561,DINOSAUR LUNCH BOX WITH CUTLERY,28,2.6786,3.3753,1.5306
sku,moving_average_7,21561,DINOSAUR LUNCH BOX WITH CUTLERY,28,1.9388,2.3868,1.1079
sku,seasonal_naive_lag_7,21561,DINOSAUR LUNCH BOX WITH CUTLERY,28,2.3929,3.2349,1.3673
sku,weekday_seasonal_mean,21561,DINOSAUR LUNCH BOX WITH CUTLERY,28,2.7708,3.4387,1.5833
sku,naive_lag_1,21562,HAWAIIAN GRASS SKIRT,28,1.2857,3.9279,3.0000
sku,moving_average_7,21562,HAWAIIAN GRASS SKIRT,28,1.2857,2.5714,3.0000
sku,seasonal_naive_lag_7,21562,HAWAIIAN GRASS SKIRT,28,1.2857,3.9279,3.0000
sku,weekday_seasonal_mean,21562,HAWAIIAN GRASS SKIRT,28,1.2830,2.3220,2.9936
sku,naive_lag_1,21563,RED HEART SHAPE LOVE BUCKET,28,33.5000,88.5426,1.4343
sku,moving_average_7,21563,RED HEART SHAPE LOVE BUCKET,28,23.7551,69.1357,1.0170
sku,seasonal_naive_lag_7,21563,RED HEART SHAPE LOVE BUCKET,28,26.2857,73.0460,1.1254
sku,weekday_seasonal_mean,21563,RED HEART SHAPE LOVE BUCKET,28,23.4923,71.5957,1.0058
sku,naive_lag_1,21564,PINK HEART SHAPE LOVE BUCKET,28,31.6429,88.2181,1.4337
sku,moving_average_7,21564,PINK HEART SHAPE LOVE BUCKET,28,22.6786,70.2917,1.0275
sku,seasonal_naive_lag_7,21564,PINK HEART SHAPE LOVE BUCKET,28,22.3929,72.7253,1.0146
sku,weekday_seasonal_mean,21564,PINK HEART SHAPE LOVE BUCKET,28,22.6858,72.4794,1.0278
sku,naive_lag_1,21576,LETS GO SHOPPING COTTON TOTE BAG,28,1.7143,2.8909,2.0870
sku,moving_average_7,21576,LETS GO SHOPPING COTTON TOTE BAG,28,1.2347,1.8979,1.5031
sku,seasonal_naive_lag_7,21576,LETS GO SHOPPING COTTON TOTE BAG,28,1.3929,2.4713,1.6957
sku,weekday_seasonal_mean,21576,LETS GO SHOPPING COTTON TOTE BAG,28,1.1119,1.6837,1.3537
sku,naive_lag_1,21577,SAVE THE PLANET COTTON TOTE BAG,28,2.2857,3.6839,1.2549
sku,moving_average_7,21577,SAVE THE PLANET COTTON TOTE BAG,28,2.6173,3.1094,1.4370
sku,seasonal_naive_lag_7,21577,SAVE THE PLANET COTTON TOTE BAG,28,2.6071,3.8126,1.4314
sku,weekday_seasonal_mean,21577,SAVE THE PLANET COTTON TOTE BAG,28,2.7198,3.4060,1.4932
sku,naive_lag_1,21578,WOODLAND DESIGN COTTON TOTE BAG,28,0.0714,0.2673,2.0000
sku,moving_average_7,21578,WOODLAND DESIGN COTTON TOTE BAG,28,0.0663,0.2002,1.8571
sku,seasonal_naive_lag_7,21578,WOODLAND DESIGN COTTON TOTE BAG,28,0.0714,0.2673,2.0000
sku,weekday_seasonal_mean,21578,WOODLAND DESIGN COTTON TOTE BAG,28,3.3622,3.8041,94.1415
sku,naive_lag_1,21579,LOLITA DESIGN COTTON TOTE BAG,28,1.0714,2.8284,1.5000
sku,moving_average_7,21579,LOLITA DESIGN COTTON TOTE BAG,28,1.1122,2.5578,1.5571
sku,seasonal_naive_lag_7,21579,LOLITA DESIGN COTTON TOTE BAG,28,0.8929,2.5981,1.2500
sku,weekday_seasonal_mean,21579,LOLITA DESIGN COTTON TOTE BAG,28,1.7076,2.6362,2.3906
sku,naive_lag_1,21580,RABBIT DESIGN COTTON TOTE BAG,28,1.2143,3.3274,1.8889
sku,moving_average_7,21580,RABBIT DESIGN COTTON TOTE BAG,28,1.2143,2.4590,1.8889
sku,seasonal_naive_lag_7,21580,RABBIT DESIGN COTTON TOTE BAG,28,1.2500,3.3327,1.9444
sku,weekday_seasonal_mean,21580,RABBIT DESIGN COTTON TOTE BAG,28,1.0033,2.2105,1.5607
sku,naive_lag_1,21581,SKULLS DESIGN COTTON TOTE BAG,28,1.1786,2.4713,1.8333
sku,moving_average_7,21581,SKULLS DESIGN COTTON TOTE BAG,28,1.0153,1.8691,1.5794
sku,seasonal_naive_lag_7,21581,SKULLS DESIGN COTTON TOTE BAG,28,1.1429,2.4640,1.7778
sku,weekday_seasonal_mean,21581,SKULLS DESIGN COTTON TOTE BAG,28,1.6102,2.0253,2.5047
sku,naive_lag_1,21584,RETROSPOT SMALL TUBE MATCHES,28,6.7143,9.2079,1.1975
sku,moving_average_7,21584,RETROSPOT SMALL TUBE MATCHES,28,6.0357,7.8949,1.0764
sku,seasonal_naive_lag_7,21584,RETROSPOT SMALL TUBE MATCHES,28,7.1786,10.1928,1.2803
sku,weekday_seasonal_mean,21584,RETROSPOT SMALL TUBE MATCHES,28,5.0413,7.1536,0.8991
sku,naive_lag_1,21586,KINGS CHOICE GIANT TUBE MATCHES,28,0.0000,0.0000,0.0000
sku,moving_average_7,21586,KINGS CHOICE GIANT TUBE MATCHES,28,2.9388,8.9781,0.0000
sku,seasonal_naive_lag_7,21586,KINGS CHOICE GIANT TUBE MATCHES,28,6.8571,36.2846,0.0000
sku,weekday_seasonal_mean,21586,KINGS CHOICE GIANT TUBE MATCHES,28,3.7677,4.5014,0.0000
sku,naive_lag_1,21587,COSY HOUR GIANT TUBE MATCHES,28,0.0000,0.0000,0.0000
sku,moving_average_7,21587,COSY HOUR GIANT TUBE MATCHES,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21587,COSY HOUR GIANT TUBE MATCHES,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21587,COSY HOUR GIANT TUBE MATCHES,28,2.9770,3.4151,0.0000
sku,naive_lag_1,21588,RETROSPOT GIANT TUBE MATCHES,28,22.2143,50.1099,1.7374
sku,moving_average_7,21588,RETROSPOT GIANT TUBE MATCHES,28,18.3469,37.8542,1.4350
sku,seasonal_naive_lag_7,21588,RETROSPOT GIANT TUBE MATCHES,28,18.0000,46.4343,1.4078
sku,weekday_seasonal_mean,21588,RETROSPOT GIANT TUBE MATCHES,28,12.9416,36.0041,1.0122
sku,naive_lag_1,21589,SWALLOW GIANT TUBE MATCHES,28,0.0000,0.0000,0.0000
sku,moving_average_7,21589,SWALLOW GIANT TUBE MATCHES,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21589,SWALLOW GIANT TUBE MATCHES,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21589,SWALLOW GIANT TUBE MATCHES,28,1.5717,1.9623,0.0000
sku,naive_lag_1,21590,UNKNOWN,28,0.0000,0.0000,0.0000
sku,moving_average_7,21590,UNKNOWN,28,0.0000,0.0000,0.0000
sku,seasonal_naive_lag_7,21590,UNKNOWN,28,0.0000,0.0000,0.0000
sku,weekday_seasonal_mean,21590,UNKNOWN,28,4.8589,5.7975,0.0000
sku,naive_lag_1,21591,COSY HOUR CIGAR BOX MATCHES,28,19.6786,48.1801,1.5096
sku,moving_average_7,21591,COSY HOUR CIGAR BOX MATCHES,28,16.2908,35.6114,1.2497
sku,seasonal_naive_lag_7,21591,COSY HOUR CIGAR BOX MATCHES,28,19.3214,41.8018,1.4822
