sku_id,description,category,selected_model,observations,actual_units,forecast_units,bias_units,mae,rmse,wmape
85175,UNKNOWN,UNMAPPED,lstm,14,68.0000,30.5062,-37.4938,6.0679,10.1630,1.2493
22592,CARDHOLDER HOLLY WREATH METAL,UNMAPPED,lightgbm,14,114.0000,151.3357,37.3357,6.0639,7.8965,0.7447
23340,VINTAGE CHRISTMAS CAKE FRILL,UNMAPPED,weekday_seasonal_mean,14,96.0000,45.5182,-50.4818,6.0606,10.9972,0.8838
23163,REGENCY SUGAR TONGS,UNMAPPED,weekday_seasonal_mean,14,100.0000,33.1956,-66.8044,6.0518,12.3091,0.8473
23398,HANGING HEART BONHEUR,UNMAPPED,weekday_seasonal_mean,14,88.0000,9.0962,-78.9038,6.0483,13.2253,0.9622
23189,SET OF 12 FORK CANDLES,UNMAPPED,weekday_seasonal_mean,14,92.0000,21.7646,-70.2354,6.0309,12.2706,0.9177
22639,SET OF 4 NAPKIN CHARMS HEARTS,UNMAPPED,lstm,14,87.0000,18.7956,-68.2044,6.0289,11.8680,0.9702
21164,HOME SWEET HOME METAL SIGN,UNMAPPED,seasonal_naive_lag_7,14,81.0000,47.0000,-34.0000,6.0000,9.9355,1.0370
21813,GARLAND WITH STARS AND BELLS,UNMAPPED,seasonal_naive_lag_7,14,103.0000,91.0000,-12.0000,6.0000,9.0396,0.8155
22046,TEA PARTY WRAPPING PAPER,UNMAPPED,lstm,14,75.0000,13.9417,-61.0583,5.9988,11.2297,1.1198
23013,GLASS APOTHECARY BOTTLE TONIC,UNMAPPED,gru,14,101.0000,63.4970,-37.5030,5.9983,8.4886,0.8314
23126,FELTCRAFT GIRL AMELIE KIT,UNMAPPED,lightgbm,14,73.0000,120.9192,47.9192,5.9955,6.9726,1.1498
21668,RED STRIPE CERAMIC DRAWER KNOB,UNMAPPED,lstm,14,92.0000,37.6902,-54.3098,5.9926,9.2194,0.9119
23381,PACK OF 12 VINTAGE LEAF TISSUES,UNMAPPED,lstm,14,84.0000,14.9826,-69.0174,5.9895,13.5567,0.9982
23267,SET OF 4 SANTA PLACE SETTINGS,UNMAPPED,gru,14,60.0000,72.1706,12.1706,5.9859,7.7977,1.3967
22266,EASTER DECORATION HANGING BUNNY,UNMAPPED,lstm,14,80.0000,12.3217,-67.6783,5.9350,16.9804,1.0386
22179,SET 10 NIGHT OWL LIGHTS,UNMAPPED,seasonal_naive_lag_7,14,78.0000,87.0000,9.0000,5.9286,7.9507,1.0641
22093,MOTORING TISSUE BOX,UNMAPPED,weekday_seasonal_mean,14,82.0000,42.6438,-39.3562,5.9244,10.5158,1.0115
22182,CAKE STAND VICTORIAN FILIGREE SMALL,UNMAPPED,lstm,14,83.0000,4.5547,-78.4453,5.9124,11.5574,0.9973
22584,PACK OF 6 PANETTONE GIFT BOXES,UNMAPPED,lstm,14,76.0000,18.4686,-57.5314,5.9044,9.5948,1.0877
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,UNMAPPED,weekday_seasonal_mean,14,86.0000,15.9664,-70.0336,5.9020,9.6191,0.9608
22813,PACK 3 BOXES BIRD PANETTONE,UNMAPPED,lstm,14,88.0000,31.0567,-56.9433,5.9017,7.5370,0.9389
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,UNMAPPED,lstm,14,87.0000,7.9732,-79.0268,5.8954,10.4803,0.9487
23130,MISTLETOE HEART WREATH GREEN,UNMAPPED,gru,14,63.0000,57.5166,-5.4834,5.8813,7.9185,1.3070
22985,WRAP BILLBOARD FONTS DESIGN,UNMAPPED,lstm,14,75.0000,10.9257,-64.0743,5.8687,11.3066,1.0955
21356,TOAST ITS - FAIRY FLOWER,UNMAPPED,weekday_seasonal_mean,14,100.0000,27.7724,-72.2276,5.8638,8.3791,0.8209
16219,HOUSE SHAPE PENCIL SHARPENER,UNMAPPED,weekday_seasonal_mean,14,73.0000,61.4598,-11.5402,5.8592,12.3416,1.1237
85049G,CHOCOLATE BOX RIBBONS,UNMAPPED,lstm,14,92.0000,27.3549,-64.6451,5.8574,13.7313,0.8913
22995,TRAVEL CARD WALLET SUKI,UNMAPPED,weekday_seasonal_mean,14,104.0000,43.9104,-60.0896,5.8405,8.3987,0.7862
22212,FOUR HOOK WHITE LOVEBIRDS,UNMAPPED,weekday_seasonal_mean,14,97.0000,75.3206,-21.6794,5.8403,9.0028,0.8429
22587,FELTCRAFT HAIRBAND RED AND BLUE,UNMAPPED,weekday_seasonal_mean,14,100.0000,37.2398,-62.7602,5.8221,7.8473,0.8151
22203,MILK PAN RED RETROSPOT,UNMAPPED,lstm,14,83.0000,10.7656,-72.2344,5.8137,10.5390,0.9806
23345,DOLLY GIRL BEAKER,UNMAPPED,weekday_seasonal_mean,14,98.0000,44.7778,-53.2222,5.8103,8.8178,0.8300
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,UNMAPPED,lightgbm,14,42.0000,104.7164,62.7164,5.8083,6.7635,1.9361
22335,HEART DECORATION PAINTED ZINC,UNMAPPED,lightgbm,14,80.0000,114.0964,34.0964,5.8029,6.8701,1.0155
48194,DOORMAT HEARTS,UNMAPPED,lightgbm,14,40.0000,121.1932,81.1932,5.7995,6.6215,2.0298
21900,"KEY FOB , SHED",UNMAPPED,gru,14,101.0000,57.2570,-43.7430,5.7901,10.3945,0.8026
22460,EMBOSSED GLASS TEALIGHT HOLDER,UNMAPPED,weekday_seasonal_mean,14,97.0000,87.5622,-9.4378,5.7857,7.0028,0.8351
21745,GAOLERS KEYS DECORATIVE GARDEN,UNMAPPED,weekday_seasonal_mean,14,58.0000,50.7904,-7.2096,5.7654,8.8145,1.3916
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,UNMAPPED,moving_average_7,14,58.0000,100.4286,42.4286,5.7653,7.4961,1.3916
21916,SET 12 RETRO WHITE CHALK STICKS,UNMAPPED,lightgbm,14,109.0000,143.3464,34.3464,5.7389,7.2710,0.7371
21189,WHITE HONEYCOMB PAPER GARLAND,UNMAPPED,weekday_seasonal_mean,14,86.0000,13.4738,-72.5262,5.7345,9.2920,0.9335
23390,DOLLY GIRL MINI BACKPACK,UNMAPPED,gru,14,99.0000,37.4930,-61.5070,5.7255,13.0424,0.8097
20768,GREEN FERN JOURNAL,UNMAPPED,seasonal_naive_lag_7,14,47.0000,41.0000,-6.0000,5.7143,13.3470,1.7021
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,UNMAPPED,naive_lag_1,14,50.0000,46.0000,-4.0000,5.7143,9.3274,1.6000
22586,FELTCRAFT HAIRBAND PINK AND BLUE,UNMAPPED,seasonal_naive_lag_7,14,60.0000,66.0000,6.0000,5.7143,8.0178,1.3333
22694,WICKER STAR,UNMAPPED,weekday_seasonal_mean,14,131.0000,90.4148,-40.5852,5.7073,9.4502,0.6099
21899,GARAGE KEY FOB,UNMAPPED,lstm,14,86.0000,30.1223,-55.8777,5.6867,10.0355,0.9257
84510A,SET OF 4 ENGLISH ROSE COASTERS,UNMAPPED,lstm,14,86.0000,23.4479,-62.5521,5.6861,8.3589,0.9256
79190B,RETRO PLASTIC POLKA TRAY,UNMAPPED,lstm,14,75.0000,8.9502,-66.0498,5.6845,10.3622,1.0611
22984,CARD GINGHAM ROSE,UNMAPPED,lstm,14,73.0000,16.2922,-56.7078,5.6723,9.7027,1.0878
21446,12 RED ROSE PEG PLACE SETTINGS,UNMAPPED,seasonal_naive_lag_7,14,44.0000,41.0000,-3.0000,5.6429,9.6695,1.7955
23012,GLASS APOTHECARY BOTTLE PERFUME,UNMAPPED,gru,14,80.0000,52.8999,-27.1001,5.6214,7.8630,0.9837
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,UNMAPPED,weekday_seasonal_mean,14,40.0000,97.7074,57.7074,5.6178,6.5264,1.9662
22722,SET OF 6 SPICE TINS PANTRY DESIGN,UNMAPPED,weekday_seasonal_mean,14,144.0000,109.4494,-34.5506,5.6010,7.5952,0.5445
23235,STORAGE TIN VINTAGE LEAF,UNMAPPED,lstm,14,80.0000,6.7428,-73.2572,5.5842,9.5462,0.9772
22163,HEART STRING MEMO HOLDER HANGING,UNMAPPED,weekday_seasonal_mean,14,87.0000,19.6180,-67.3820,5.5835,9.7845,0.8985
22456,NATURAL SLATE CHALKBOARD LARGE,UNMAPPED,naive_lag_1,14,51.0000,71.0000,20.0000,5.5714,8.3409,1.5294
22806,SET OF 6 T-LIGHTS WEDDING CAKE,UNMAPPED,seasonal_naive_lag_7,14,66.0000,24.0000,-42.0000,5.5714,11.4518,1.1818
22302,COFFEE MUG PEARS DESIGN,UNMAPPED,weekday_seasonal_mean,14,102.0000,93.8492,-8.1508,5.5673,6.5043,0.7641
21640,ASSORTED TUTTI FRUTTI FOB NOTEBOOK,UNMAPPED,weekday_seasonal_mean,14,61.0000,41.8978,-19.1022,5.5588,8.6159,1.2758
22396,MAGNETS PACK OF 4 RETRO PHOTO,UNMAPPED,lstm,14,76.0000,15.6075,-60.3925,5.5362,9.7475,1.0198
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,UNMAPPED,weekday_seasonal_mean,14,56.0000,45.6004,-10.3996,5.5280,8.3731,1.3820
21888,BINGO SET,UNMAPPED,weekday_seasonal_mean,14,55.0000,66.1222,11.1222,5.5056,6.9771,1.4014
POST,POSTAGE,UNMAPPED,weekday_seasonal_mean,14,192.0000,194.1582,2.1582,5.5043,7.0951,0.4014
23244,ROUND STORAGE TIN VINTAGE LEAF,UNMAPPED,seasonal_naive_lag_7,14,51.0000,38.0000,-13.0000,5.5000,8.2505,1.5098
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,UNMAPPED,weekday_seasonal_mean,14,82.0000,94.3834,12.3834,5.4990,6.7550,0.9389
37340,MULTICOLOUR SPRING FLOWER MUG,UNMAPPED,gru,14,64.0000,36.2872,-27.7128,5.4964,7.3830,1.2023
22973,CHILDREN'S CIRCUS PARADE MUG,UNMAPPED,lstm,14,74.0000,10.1528,-63.8472,5.4935,13.3501,1.0393
23291,DOLLY GIRL CHILDRENS CUP,UNMAPPED,xgboost,14,47.0000,112.9176,65.9176,5.4884,6.5793,1.6349
22714,CARD BIRTHDAY COWBOY,UNMAPPED,lstm,14,75.0000,25.5791,-49.4209,5.4793,9.1548,1.0228
22410,MONEY BOX HOUSEKEEPING DESIGN,UNMAPPED,moving_average_7,14,85.0000,37.2857,-47.7143,5.4694,9.6440,0.9008
35095A,BLUE VICTORIAN FABRIC OVAL BOX,UNMAPPED,weekday_seasonal_mean,14,81.0000,32.2892,-48.7108,5.4431,9.0209,0.9408
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",UNMAPPED,weekday_seasonal_mean,14,93.0000,73.0586,-19.9414,5.4412,9.1131,0.8191
21371,MIRRORED WALL ART POPPIES,UNMAPPED,naive_lag_1,14,38.0000,38.0000,0.0000,5.4286,10.1700,2.0000
22026,BANQUET BIRTHDAY CARD,UNMAPPED,naive_lag_1,14,45.0000,43.0000,-2.0000,5.4286,7.6064,1.6889
72799C,PINK PILLAR CANDLE SILVER FLOCK,UNMAPPED,naive_lag_1,14,61.0000,65.0000,4.0000,5.4286,8.2635,1.2459
22420,LIPSTICK PEN BABY PINK,UNMAPPED,weekday_seasonal_mean,14,83.0000,36.2548,-46.7452,5.4003,9.0149,0.9109
22472,TV DINNER TRAY DOLLY GIRL,UNMAPPED,lstm,14,77.0000,9.1273,-67.8727,5.3944,11.4395,0.9808
21373,MIRRORED WALL ART SNOWFLAKES,UNMAPPED,weekday_seasonal_mean,14,73.0000,9.3958,-63.6042,5.3840,11.7793,1.0326
22474,SPACEBOY TV DINNER TRAY,UNMAPPED,gru,14,79.0000,14.6768,-64.3232,5.3745,11.3650,0.9524
35967,FOLK ART METAL STAR T-LIGHT HOLDER,UNMAPPED,weekday_seasonal_mean,14,80.0000,16.0640,-63.9360,5.3656,8.2397,0.9390
16156L,WRAP CAROUSEL,UNMAPPED,seasonal_naive_lag_7,14,25.0000,50.0000,25.0000,5.3571,11.5728,3.0000
23550,WRAP ALPHABET POSTER,UNMAPPED,naive_lag_1,14,50.0000,25.0000,-25.0000,5.3571,11.5728,1.5000
37500,TEA TIME TEAPOT IN GIFT BOX,UNMAPPED,seasonal_naive_lag_7,14,43.0000,56.0000,13.0000,5.3571,9.5656,1.7442
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,UNMAPPED,weekday_seasonal_mean,14,90.0000,37.1018,-52.8982,5.3528,12.4680,0.8327
23156,SET OF 5 MINI GROCERY MAGNETS,UNMAPPED,weekday_seasonal_mean,14,72.0000,29.1158,-42.8842,5.3128,8.0350,1.0330
21843,RED RETROSPOT CAKE STAND,UNMAPPED,gru,14,114.0000,67.6376,-46.3624,5.3100,8.7042,0.6521
21944,KITTENS DESIGN FLANNEL,UNMAPPED,lstm,14,72.0000,11.3191,-60.6809,5.3073,9.2334,1.0320
22604,SET OF 4 NAPKIN CHARMS CUTLERY,UNMAPPED,weekday_seasonal_mean,14,45.0000,87.9498,42.9498,5.2913,9.3243,1.6462
21877,HOME SWEET HOME MUG,UNMAPPED,lstm,14,86.0000,32.6230,-53.3770,5.2873,9.1107,0.8607
21158,MOODY GIRL DOOR HANGER,UNMAPPED,weekday_seasonal_mean,14,88.0000,47.3614,-40.6386,5.2857,8.9850,0.8409
21698,MOCK LOBSTER FRIDGE MAGNET,UNMAPPED,naive_lag_1,14,31.0000,43.0000,12.0000,5.2857,9.8343,2.3871
22211,WOOD STAMP SET FLOWERS,UNMAPPED,seasonal_naive_lag_7,14,43.0000,85.0000,42.0000,5.2857,7.0407,1.7209
85014B,RED RETROSPOT UMBRELLA,UNMAPPED,lstm,14,76.0000,28.1630,-47.8370,5.2794,12.6027,0.9725
85227,SET OF 6 3D KIT CARDS FOR KIDS,UNMAPPED,weekday_seasonal_mean,14,100.0000,62.7898,-37.2102,5.2744,8.5972,0.7384
20869,GOLD FABRIC MIRROR,UNMAPPED,lstm,14,68.0000,8.3296,-59.6704,5.2560,16.4930,1.0821
21981,PACK OF 12 WOODLAND TISSUES,UNMAPPED,gru,14,78.0000,50.5907,-27.4093,5.2535,9.1260,0.9429
21803,CHRISTMAS TREE STAR DECORATION,UNMAPPED,weekday_seasonal_mean,14,32.0000,82.5446,50.5446,5.2532,6.1892,2.2983
22955,36 FOIL STAR CAKE CASES,UNMAPPED,weekday_seasonal_mean,14,79.0000,28.2626,-50.7374,5.2426,9.2062,0.9291
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,UNMAPPED,weekday_seasonal_mean,14,87.0000,48.7804,-38.2196,5.2395,9.0035,0.8431
21932,SCANDINAVIAN PAISLEY PICNIC BAG,UNMAPPED,lstm,14,76.0000,29.0956,-46.9044,5.2327,7.4936,0.9639
22477,WATERING CAN GARDEN MARKER,UNMAPPED,lstm,14,71.0000,11.8243,-59.1757,5.2267,15.9395,1.0306
22115,METAL SIGN EMPIRE TEA,UNMAPPED,weekday_seasonal_mean,14,92.0000,52.5004,-39.4996,5.2194,7.7361,0.7943
23162,REGENCY TEA STRAINER,UNMAPPED,weekday_seasonal_mean,14,73.0000,25.1150,-47.8850,5.2009,12.7486,0.9974
22332,SKULLS PARTY BAG + STICKER SET,UNMAPPED,weekday_seasonal_mean,14,8.0000,80.7438,72.7438,5.1960,6.4588,9.0930
22795,SWEETHEART RECIPE BOOK STAND,UNMAPPED,lightgbm,14,87.0000,110.0645,23.0645,5.1937,6.7868,0.8358
85230B,CINNAMON SCENTED VOTIVE CANDLE,UNMAPPED,weekday_seasonal_mean,14,48.0000,36.9472,-11.0528,5.1881,8.3976,1.5132
22381,TOY TIDY PINK POLKADOT,UNMAPPED,gru,14,75.0000,41.0000,-34.0000,5.1833,10.5089,0.9676
22817,CARD SUKI BIRTHDAY,UNMAPPED,weekday_seasonal_mean,14,92.0000,61.5668,-30.4332,5.1818,7.4554,0.7885
22617,BAKING SET SPACEBOY DESIGN,UNMAPPED,weekday_seasonal_mean,14,131.0000,76.4546,-54.5454,5.1667,8.4774,0.5522
23237,SET OF 4 KNICK KNACK TINS LEAF,UNMAPPED,weekday_seasonal_mean,14,78.0000,17.7448,-60.2552,5.1663,7.0053,0.9273
21754,HOME BUILDING BLOCK WORD,UNMAPPED,weekday_seasonal_mean,14,85.0000,145.1900,60.1900,5.1536,6.4153,0.8488
22327,ROUND SNACK BOXES SET OF 4 SKULLS,UNMAPPED,weekday_seasonal_mean,14,116.0000,57.0590,-58.9410,5.1498,12.2545,0.6215
22801,ANTIQUE GLASS PEDESTAL BOWL,UNMAPPED,seasonal_naive_lag_7,14,66.0000,98.0000,32.0000,5.1429,8.2115,1.0909
85230A,OPIUM SCENTED VOTIVE CANDLE,UNMAPPED,seasonal_naive_lag_7,14,24.0000,48.0000,24.0000,5.1429,11.1098,3.0000
23289,DOLLY GIRL CHILDRENS BOWL,UNMAPPED,xgboost,14,37.0000,108.8408,71.8408,5.1315,5.8004,1.9416
23029,DRAWER KNOB CRACKLE GLAZE GREEN,UNMAPPED,weekday_seasonal_mean,14,84.0000,23.9610,-60.0390,5.1050,7.0963,0.8508
21983,PACK OF 12 BLUE PAISLEY TISSUES,UNMAPPED,gru,14,73.0000,28.1501,-44.8499,5.0947,10.0322,0.9771
22300,COFFEE MUG DOG + BALL DESIGN,UNMAPPED,lstm,14,72.0000,21.6253,-50.3747,5.0947,6.9793,0.9906
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,UNMAPPED,weekday_seasonal_mean,14,85.0000,51.2690,-33.7310,5.0771,8.2976,0.8362
22536,MAGIC DRAWING SLATE PURDEY,UNMAPPED,lstm,14,65.0000,16.4985,-48.5015,5.0605,12.7762,1.0899
16238,PARTY TIME PENCIL ERASERS,UNMAPPED,lstm,14,71.0000,26.8407,-44.1593,5.0507,8.7510,0.9959
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,UNMAPPED,lstm,14,69.0000,17.2873,-51.7127,5.0377,10.7834,1.0221
21086,SET/6 RED SPOTTY PAPER CUPS,UNMAPPED,lstm,14,63.0000,41.2864,-21.7136,5.0273,6.6884,1.1172
22675,FRENCH KITCHEN SIGN BLUE METAL,UNMAPPED,lstm,14,68.0000,7.8743,-60.1257,5.0243,12.0840,1.0344
21901,"KEY FOB , BACK DOOR",UNMAPPED,gru,14,77.0000,40.5230,-36.4770,5.0179,8.3240,0.9123
48138,DOORMAT UNION FLAG,UNMAPPED,lstm,14,91.0000,40.3013,-50.6987,5.0100,7.2177,0.7708
23227,FILIGREE HEART BUTTERFLY WHITE,UNMAPPED,weekday_seasonal_mean,14,76.0000,29.3486,-46.6514,5.0093,9.4049,0.9228
23102,SILVER HEARTS TABLE DECORATION,UNMAPPED,seasonal_naive_lag_7,14,11.0000,69.0000,58.0000,5.0000,7.6718,6.3636
72800B,4 PURPLE FLOCK DINNER CANDLES,UNMAPPED,seasonal_naive_lag_7,14,62.0000,34.0000,-28.0000,5.0000,7.3679,1.1290
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,UNMAPPED,lstm,14,66.0000,9.3059,-56.6941,4.9958,9.2308,1.0597
85199L,LARGE HANGING IVORY & RED WOOD BIRD,UNMAPPED,lstm,14,63.0000,8.9528,-54.0472,4.9853,15.9778,1.1078
22529,MAGIC DRAWING SLATE GO TO THE FAIR,UNMAPPED,weekday_seasonal_mean,14,57.0000,44.1912,-12.8088,4.9598,8.0091,1.2182
21670,BLUE SPOT CERAMIC DRAWER KNOB,UNMAPPED,lstm,14,65.0000,33.5355,-31.4645,4.9433,6.9011,1.0647
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,UNMAPPED,seasonal_naive_lag_7,14,23.0000,58.0000,35.0000,4.9286,8.7872,3.0000
23081,GREEN METAL BOX ARMY SUPPLIES,UNMAPPED,lstm,14,71.0000,28.1796,-42.8204,4.9268,6.9089,0.9715
22195,LARGE HEART MEASURING SPOONS,UNMAPPED,weekday_seasonal_mean,14,111.0000,95.3924,-15.6076,4.9172,8.4009,0.6202
23377,PACK OF 12 DOLLY GIRL TISSUES,UNMAPPED,gru,14,74.0000,72.5145,-1.4855,4.9051,7.2145,0.9280
22930,BAKING MOULD HEART MILK CHOCOLATE,UNMAPPED,lstm,14,65.0000,9.3520,-55.6480,4.8961,13.2424,1.0545
21531,RED RETROSPOT SUGAR JAM BOWL,UNMAPPED,xgboost,14,32.0000,87.1859,55.1859,4.8854,5.8664,2.1374
23388,WOODLAND MINI BACKPACK,UNMAPPED,lightgbm,14,45.0000,99.4718,54.4718,4.8854,5.6622,1.5199
21124,SET/10 BLUE POLKADOT PARTY CANDLES,UNMAPPED,lstm,14,62.0000,15.6290,-46.3710,4.8843,9.5342,1.1029
23220,REINDEER HEART DECORATION GOLD,UNMAPPED,gru,14,77.0000,72.4224,-4.5776,4.8791,6.7724,0.8871
79051A,SMOKEY GREY COLOUR GLASS,UNMAPPED,weekday_seasonal_mean,14,62.0000,16.0516,-45.9484,4.8537,8.8174,1.0960
22079,RIBBON REEL HEARTS DESIGN,UNMAPPED,weekday_seasonal_mean,14,87.0000,95.3460,8.3460,4.8459,7.1008,0.7798
22962,JAM JAR WITH PINK LID,UNMAPPED,lstm,14,66.0000,26.8156,-39.1844,4.8443,8.0916,1.0276
21623,VINTAGE UNION JACK MEMOBOARD,UNMAPPED,lstm,14,71.0000,13.2232,-57.7768,4.8331,14.7860,0.9530
22642,SET OF 4 NAPKIN CHARMS STARS,UNMAPPED,lstm,14,68.0000,9.4740,-58.5260,4.8283,9.2533,0.9941
21872,GLAMOROUS MUG,UNMAPPED,gru,14,70.0000,22.7922,-47.2078,4.8077,7.7361,0.9615
22321,BIRD DECORATION RED RETROSPOT,UNMAPPED,lightgbm,14,5.0000,72.3026,67.3026,4.8073,5.6163,13.4605
23222,CHRISTMAS TREE HANGING GOLD,UNMAPPED,weekday_seasonal_mean,14,74.0000,12.3514,-61.6486,4.8044,7.8608,0.9089
85014A,BLACK/BLUE POLKADOT UMBRELLA,UNMAPPED,lstm,14,62.0000,19.8991,-42.1009,4.7913,13.3287,1.0819
22042,CHRISTMAS CARD SINGING ANGEL,UNMAPPED,lstm,14,60.0000,14.0766,-45.9234,4.7886,8.0976,1.1173
23255,CHILDRENS CUTLERY CIRCUS PARADE,UNMAPPED,naive_lag_1,14,48.0000,37.0000,-11.0000,4.7857,6.3640,1.3958
21159,MOODY BOY DOOR HANGER,UNMAPPED,weekday_seasonal_mean,14,67.0000,38.5110,-28.4890,4.7854,8.8801,0.9999
22233,JIGSAW RABBIT AND BIRDHOUSE,UNMAPPED,moving_average_7,14,48.0000,47.4287,-0.5713,4.7755,7.3399,1.3929
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,UNMAPPED,lstm,14,64.0000,21.8909,-42.1091,4.7700,12.5186,1.0434
23375,50'S CHRISTMAS PAPER GIFT BAG,UNMAPPED,weekday_seasonal_mean,14,71.0000,22.3818,-48.6182,4.7521,7.0354,0.9370
21508,VINTAGE KID DOLLY CARD,UNMAPPED,lstm,14,65.0000,15.1616,-49.8384,4.7458,8.3438,1.0222
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,UNMAPPED,lstm,14,61.0000,14.3527,-46.6473,4.7402,9.4819,1.0879
22169,FAMILY ALBUM WHITE PICTURE FRAME,UNMAPPED,weekday_seasonal_mean,14,74.0000,41.7678,-32.2322,4.7400,7.7031,0.8968
22301,COFFEE MUG CAT + BIRD DESIGN,UNMAPPED,lstm,14,69.0000,25.2606,-43.7394,4.7378,6.8726,0.9613
22507,MEMO BOARD RETROSPOT DESIGN,UNMAPPED,lightgbm,14,74.0000,119.8645,45.8645,4.7355,5.8091,0.8959
21259,VICTORIAN SEWING BOX SMALL,UNMAPPED,xgboost,14,66.0000,99.4776,33.4776,4.7326,5.7099,1.0039
72819,CUPID DESIGN SCENTED CANDLES,UNMAPPED,lstm,14,65.0000,5.4766,-59.5234,4.7274,9.5444,1.0182
22564,ALPHABET STENCIL CRAFT,UNMAPPED,lstm,14,69.0000,34.4571,-34.5429,4.7069,6.2918,0.9550
21523,DOORMAT FANCY FONT HOME SWEET HOME,UNMAPPED,lightgbm,14,63.0000,116.0775,53.0775,4.6631,5.9275,1.0362
85212,MINI PAINTED GARDEN DECORATION,UNMAPPED,lstm,14,60.0000,8.4423,-51.5577,4.6600,8.3013,1.0873
84598,BOYS ALPHABET IRON ON PATCHES,UNMAPPED,lstm,14,57.0000,23.4824,-33.5176,4.6532,7.5286,1.1429
22339,CHRISTMAS TREE PAINTED ZINC,UNMAPPED,weekday_seasonal_mean,14,0.0000,65.0462,65.0462,4.6462,5.3713,0.0000
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,UNMAPPED,seasonal_naive_lag_7,14,52.0000,93.0000,41.0000,4.6429,8.0401,1.2500
84661A,WHITE SQUARE TABLE CLOCK,UNMAPPED,seasonal_naive_lag_7,14,64.0000,1.0000,-63.0000,4.6429,13.4987,1.0156
22643,SET OF 4 NAPKIN CHARMS LEAVES,UNMAPPED,lstm,14,64.0000,6.8408,-57.1592,4.6330,10.2828,1.0135
22939,ADULT APRON APPLE DELIGHT,UNMAPPED,lstm,14,59.0000,9.7470,-49.2530,4.6324,13.4041,1.0992
70007,HI TEC ALPINE HAND WARMER,UNMAPPED,weekday_seasonal_mean,14,63.0000,23.1560,-39.8440,4.6083,9.9739,1.0241
22307,GOLD MUG BONE CHINA TREE OF LIFE,UNMAPPED,weekday_seasonal_mean,14,62.0000,19.4684,-42.5316,4.6071,8.7158,1.0403
37448,CERAMIC CAKE DESIGN SPOTTED MUG,UNMAPPED,lstm,14,66.0000,16.1524,-49.8476,4.6028,8.1389,0.9763
20969,RED FLORAL FELTCRAFT SHOULDER BAG,UNMAPPED,weekday_seasonal_mean,14,71.0000,59.6104,-11.3896,4.5984,5.9239,0.9067
90086,CRYSTAL FROG PHONE CHARM,UNMAPPED,weekday_seasonal_mean,14,64.0000,2.9402,-61.0598,4.5942,13.1542,1.0050
21403,BLUE EGG SPOON,UNMAPPED,lstm,14,56.0000,17.0624,-38.9376,4.5772,12.5697,1.1443
22615,PACK OF 12 CIRCUS PARADE TISSUES,UNMAPPED,naive_lag_1,14,38.0000,34.0000,-4.0000,4.5714,6.9076,1.6842
21864,UNION JACK FLAG PASSPORT COVER,UNMAPPED,gru,14,64.0000,11.5781,-52.4219,4.5096,12.7334,0.9865
22432,WATERING CAN PINK BUNNY,UNMAPPED,lstm,14,62.0000,3.4056,-58.5944,4.5092,12.9727,1.0182
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,UNMAPPED,naive_lag_1,14,31.0000,32.0000,1.0000,4.5000,10.6469,2.0323
20755,BLUE PAISLEY POCKET BOOK,UNMAPPED,gru,14,54.0000,16.8379,-37.1621,4.4793,8.7751,1.1613
21327,SKULLS WRITING SET,UNMAPPED,weekday_seasonal_mean,14,78.0000,34.7328,-43.2672,4.4563,7.0235,0.7999
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,UNMAPPED,lstm,14,55.0000,15.7032,-39.2968,4.4533,10.8878,1.1336
22672,FRENCH BATHROOM SIGN BLUE METAL,UNMAPPED,lstm,14,64.0000,18.0268,-45.9732,4.4523,8.3563,0.9739
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,UNMAPPED,weekday_seasonal_mean,14,74.0000,19.3622,-54.6378,4.3922,6.4764,0.8310
22707,WRAP MONSTER FUN,UNMAPPED,lstm,14,50.0000,15.4116,-34.5884,4.3888,9.1349,1.2289
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,UNMAPPED,lstm,14,60.0000,15.2868,-44.7132,4.3819,6.3883,1.0224
72800C,4 PINK DINNER CANDLE SILVER FLOCK,UNMAPPED,weekday_seasonal_mean,14,62.0000,11.5720,-50.4280,4.3760,8.0572,0.9881
