sku_id,description,category,selected_model,observations,actual_units,forecast_units,bias_units,mae,rmse,wmape
22510,GINGHAM BABUSHKA DOORSTOP,UNMAPPED,lstm,14,29.0000,5.0507,-23.9493,2.0131,3.3772,0.9719
47567B,TEA TIME KITCHEN APRON,UNMAPPED,lstm,14,25.0000,16.4886,-8.5114,2.0124,2.4829,1.1270
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,UNMAPPED,weekday_seasonal_mean,14,12.0000,17.8500,5.8500,2.0089,3.3196,2.3437
85159B,"WHITE TEA,COFFEE,SUGAR JARS",UNMAPPED,lstm,14,24.0000,4.5195,-19.4805,2.0063,6.3652,1.1703
22605,WOODEN CROQUET GARDEN SET,UNMAPPED,gru,14,33.0000,13.0335,-19.9665,2.0027,2.6899,0.8496
21700,BIG DOUGHNUT FRIDGE MAGNETS,UNMAPPED,naive_lag_1,14,14.0000,14.0000,0.0000,2.0000,4.3095,2.0000
22305,COFFEE MUG PINK PAISLEY DESIGN,UNMAPPED,naive_lag_1,14,14.0000,14.0000,0.0000,2.0000,4.5981,2.0000
23010,CIRCUS PARADE BABY GIFT SET,UNMAPPED,seasonal_naive_lag_7,14,9.0000,23.0000,14.0000,2.0000,3.8730,3.1111
84429A,MEDIUM PINK BUDDHA HEAD,UNMAPPED,naive_lag_1,14,14.0000,14.0000,0.0000,2.0000,4.5981,2.0000
72225C,LAVENDER SCENT CAKE CANDLE,UNMAPPED,lstm,14,24.0000,4.4186,-19.5814,1.9997,6.3660,1.1665
22627,MINT KITCHEN SCALES,UNMAPPED,weekday_seasonal_mean,14,49.0000,29.6846,-19.3154,1.9986,2.7495,0.5710
90214C,"LETTER ""C"" BLING KEY RING",UNMAPPED,lstm,14,27.0000,2.7556,-24.2444,1.9970,4.6490,1.0355
22129,PARTY CONES CANDY DECORATION,UNMAPPED,lstm,14,25.0000,12.8314,-12.1686,1.9932,3.0982,1.1162
22360,GLASS JAR ENGLISH CONFECTIONERY,UNMAPPED,lstm,14,31.0000,15.7691,-15.2309,1.9917,2.7572,0.8995
21744,SNOWFLAKE PORTABLE TABLE LIGHT,UNMAPPED,moving_average_7,14,0.0000,27.8572,27.8572,1.9898,3.2449,0.0000
84086C,PINK/PURPLE RETRO RADIO,UNMAPPED,weekday_seasonal_mean,14,24.0000,4.6976,-19.3024,1.9896,6.3122,1.1606
85230G,ORANGE VOTIVE CANDLE,UNMAPPED,lstm,14,24.0000,4.1917,-19.8083,1.9888,6.3752,1.1602
23133,LARGE IVORY HEART WALL ORGANISER,UNMAPPED,weekday_seasonal_mean,14,20.0000,14.7100,-5.2900,1.9877,3.2922,1.3914
23075,PARLOUR CERAMIC WALL HOOK,UNMAPPED,weekday_seasonal_mean,14,24.0000,7.8698,-16.1302,1.9861,4.6374,1.1586
10125,MINI FUNKY DESIGN TAPES,UNMAPPED,lstm,14,26.0000,2.3786,-23.6214,1.9850,5.5264,1.0689
84580,MOUSE TOY WITH PINK T-SHIRT,UNMAPPED,weekday_seasonal_mean,14,32.0000,19.4428,-12.5572,1.9805,3.4802,0.8665
22038,BOTANICAL LAVENDER GIFT WRAP,UNMAPPED,lstm,14,25.0000,2.9487,-22.0513,1.9802,6.6553,1.1089
22099,CARAVAN SQUARE TISSUE BOX,UNMAPPED,lstm,14,34.0000,17.4445,-16.5555,1.9776,2.5770,0.8143
84792,ENCHANTED BIRD COATHANGER 5 HOOK,UNMAPPED,weekday_seasonal_mean,14,29.0000,43.5608,14.5608,1.9748,2.5514,0.9533
23178,JAM CLOCK MAGNET,UNMAPPED,weekday_seasonal_mean,14,27.0000,5.6760,-21.3240,1.9724,3.6309,1.0227
85131B,BEADED CRYSTAL HEART GREEN ON STICK,UNMAPPED,weekday_seasonal_mean,14,28.0000,16.6422,-11.3578,1.9599,3.5558,0.9800
23033,DRAWER KNOB CERAMIC RED,UNMAPPED,weekday_seasonal_mean,14,23.0000,12.6318,-10.3682,1.9468,3.5424,1.1850
23391,I LOVE LONDON MINI BACKPACK,UNMAPPED,weekday_seasonal_mean,14,30.0000,5.5746,-24.4254,1.9466,3.0243,0.9084
21317,GLASS SPHERE CANDLE STAND MEDIUM,UNMAPPED,moving_average_7,14,15.0000,24.7143,9.7143,1.9388,2.2984,1.8095
47563A,RETRO LONGBOARD IRONING BOARD COVER,UNMAPPED,moving_average_7,14,31.0000,21.8571,-9.1429,1.9388,2.6430,0.8756
22132,RED LOVE HEART SHAPE CUP,UNMAPPED,lstm,14,25.0000,12.0514,-12.9486,1.9360,4.2315,1.0841
22192,BLUE DINER WALL CLOCK,UNMAPPED,weekday_seasonal_mean,14,44.0000,26.5724,-17.4276,1.9356,2.6576,0.6159
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,UNMAPPED,lstm,14,23.0000,12.2990,-10.7010,1.9346,2.9331,1.1776
90214K,"LETTER ""K"" BLING KEY RING",UNMAPPED,lstm,14,26.0000,2.4829,-23.5171,1.9329,4.6561,1.0408
22260,FELT EGG COSY BLUE RABBIT,UNMAPPED,seasonal_naive_lag_7,14,24.0000,31.0000,7.0000,1.9286,3.4330,1.1250
22515,CHILDS GARDEN SPADE PINK,UNMAPPED,seasonal_naive_lag_7,14,17.0000,18.0000,1.0000,1.9286,2.5774,1.5882
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,UNMAPPED,seasonal_naive_lag_7,14,24.0000,3.0000,-21.0000,1.9286,6.4642,1.1250
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,UNMAPPED,weekday_seasonal_mean,14,26.0000,4.2480,-21.7520,1.9197,4.9527,1.0337
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,UNMAPPED,lstm,14,24.0000,3.0945,-20.9055,1.9196,6.3894,1.1198
22981,PANTRY APPLE CORER,UNMAPPED,weekday_seasonal_mean,14,27.0000,8.3284,-18.6716,1.9180,3.7391,0.9945
21894,POTTING SHED SEED ENVELOPES,UNMAPPED,gru,14,22.0000,12.8954,-9.1046,1.9109,3.8822,1.2160
22254,FELT TOADSTOOL LARGE,UNMAPPED,lstm,14,24.0000,3.5438,-20.4562,1.9080,4.4652,1.1130
90214S,"LETTER ""S"" BLING KEY RING",UNMAPPED,weekday_seasonal_mean,14,25.0000,2.8888,-22.1112,1.9062,4.6202,1.0675
84051,ASS COLOUR GLOWING TIARAS,UNMAPPED,lstm,14,24.0000,4.1474,-19.8526,1.9006,5.3562,1.1087
90214A,"LETTER ""A"" BLING KEY RING",UNMAPPED,weekday_seasonal_mean,14,26.0000,3.3988,-22.6012,1.9006,4.3953,1.0234
21439,BASKET OF TOADSTOOLS,UNMAPPED,gru,14,21.0000,13.9179,-7.0821,1.8983,3.9626,1.2655
23419,HOME SWEET HOME BOTTLE,UNMAPPED,weekday_seasonal_mean,14,32.0000,7.7936,-24.2064,1.8954,3.3947,0.8292
23402,HOME SWEET HOME 3 PEG HANGER,UNMAPPED,weekday_seasonal_mean,14,26.0000,4.9862,-21.0138,1.8763,3.6371,1.0103
90214E,"LETTER ""E"" BLING KEY RING",UNMAPPED,weekday_seasonal_mean,14,25.0000,2.1806,-22.8194,1.8754,4.6427,1.0502
22844,VINTAGE CREAM DOG FOOD CONTAINER,UNMAPPED,weekday_seasonal_mean,14,39.0000,22.3534,-16.6466,1.8683,2.4682,0.6707
22626,BLACK KITCHEN SCALES,UNMAPPED,weekday_seasonal_mean,14,25.0000,15.7942,-9.2058,1.8669,3.3384,1.0455
85032A,ROMANTIC IMAGES GIFT WRAP SET,UNMAPPED,weekday_seasonal_mean,14,24.0000,26.6454,2.6454,1.8655,3.0236,1.0882
84596G,SMALL CHOCOLATES PINK BOWL,UNMAPPED,weekday_seasonal_mean,14,35.0000,46.9650,11.9650,1.8627,2.3242,0.7451
21471,STRAWBERRY RAFFIA FOOD COVER,UNMAPPED,naive_lag_1,14,20.0000,18.0000,-2.0000,1.8571,2.3905,1.3000
21726,MULTI HEARTS STICKERS,UNMAPPED,naive_lag_1,14,13.0000,13.0000,0.0000,1.8571,4.5513,2.0000
21747,SMALL SKULL WINDMILL,UNMAPPED,moving_average_7,14,14.0000,14.0000,0.0000,1.8571,3.7202,1.8571
22214,CANDLE PLATE LACE WHITE,UNMAPPED,seasonal_naive_lag_7,14,26.0000,0.0000,-26.0000,1.8571,6.6869,1.0000
22407,MONEY BOX FIRST AID DESIGN,UNMAPPED,seasonal_naive_lag_7,14,24.0000,2.0000,-22.0000,1.8571,4.5513,1.0833
22763,KEY CABINET MA CAMPAGNE,UNMAPPED,seasonal_naive_lag_7,14,15.0000,17.0000,2.0000,1.8571,2.9032,1.7333
22820,GIFT BAG BIRTHDAY,UNMAPPED,naive_lag_1,14,14.0000,14.0000,0.0000,1.8571,4.3753,1.8571
84279P,CHERRY BLOSSOM DECORATIVE FLASK,UNMAPPED,weekday_seasonal_mean,14,20.0000,23.2276,3.2276,1.8529,2.4111,1.2971
90214G,"LETTER ""G"" BLING KEY RING",UNMAPPED,weekday_seasonal_mean,14,25.0000,1.3564,-23.6436,1.8474,6.3801,1.0345
21724,PANDA AND BUNNIES STICKER SHEET,UNMAPPED,lstm,14,23.0000,5.2077,-17.7923,1.8448,3.7943,1.1229
85040A,S/4 PINK FLOWER CANDLES IN BOWL,UNMAPPED,lstm,14,25.0000,11.7538,-13.2462,1.8388,3.5443,1.0298
20652,BLUE POLKADOT LUGGAGE TAG,UNMAPPED,weekday_seasonal_mean,14,4.0000,29.5994,25.5994,1.8285,3.1927,6.3998
85129D,BEADED CRYSTAL HEART PINK SMALL,UNMAPPED,lstm,14,23.0000,3.7423,-19.2577,1.8271,5.5825,1.1122
21260,FIRST AID TIN,UNMAPPED,gru,14,23.0000,10.9084,-12.0916,1.8215,2.6038,1.1087
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,UNMAPPED,lstm,14,25.0000,11.6327,-13.3673,1.8197,3.5764,1.0190
23249,VINTAGE RED ENAMEL TRIM PLATE,UNMAPPED,lstm,14,24.0000,8.1337,-15.8663,1.8172,3.6140,1.0600
22505,MEMO BOARD COTTAGE DESIGN,UNMAPPED,lstm,14,28.0000,21.2216,-6.7784,1.8142,2.0203,0.9071
23407,SET OF 2 TRAYS HOME SWEET HOME,UNMAPPED,lstm,14,28.0000,19.1368,-8.8632,1.8066,2.9092,0.9033
21147,JINGLE BELLS TREE DECORATION,UNMAPPED,weekday_seasonal_mean,14,25.0000,11.6582,-13.3418,1.8019,2.6761,1.0091
22673,FRENCH GARDEN SIGN BLUE METAL,UNMAPPED,lstm,14,23.0000,5.1158,-17.8842,1.8005,4.8257,1.0959
90214D,"LETTER ""D"" BLING KEY RING",UNMAPPED,weekday_seasonal_mean,14,24.0000,1.3738,-22.6262,1.7885,4.5056,1.0433
22204,MILK PAN BLUE POLKADOT,UNMAPPED,seasonal_naive_lag_7,14,23.0000,2.0000,-21.0000,1.7857,3.9370,1.0870
22977,DOLLY GIRL CHILDRENS EGG CUP,UNMAPPED,lstm,14,22.0000,8.0834,-13.9166,1.7842,3.5363,1.1354
21263,GREEN GOOSE FEATHER TREE 60CM,UNMAPPED,weekday_seasonal_mean,14,25.0000,4.9616,-20.0384,1.7745,3.4202,0.9937
23106,ZINC HEARTS PLANT POT HOLDER,UNMAPPED,weekday_seasonal_mean,14,23.0000,4.7644,-18.2356,1.7681,4.3442,1.0763
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,UNMAPPED,lstm,14,20.0000,6.6653,-13.3347,1.7670,4.3049,1.2369
21380,WOODEN HAPPY BIRTHDAY GARLAND,UNMAPPED,lstm,14,17.0000,13.0043,-3.9957,1.7433,2.9032,1.4357
22366,DOORMAT AIRMAIL,UNMAPPED,gru,14,16.0000,12.3649,-3.6351,1.7275,3.1073,1.5116
46776F,WOVEN ROSE GARDEN CUSHION COVER,UNMAPPED,weekday_seasonal_mean,14,30.0000,8.7088,-21.2912,1.7241,2.4963,0.8046
22092,BLUE PAISLEY TISSUE BOX,UNMAPPED,weekday_seasonal_mean,14,19.0000,16.9926,-2.0074,1.7213,2.4443,1.2683
23060,HEART BEADED TRELLIS DECORATION,UNMAPPED,weekday_seasonal_mean,14,23.0000,3.9938,-19.0062,1.7213,3.7887,1.0477
22427,ENAMEL FLOWER JUG CREAM,UNMAPPED,moving_average_7,14,12.0000,12.0001,0.0001,1.7143,3.4286,2.0000
22606,WOODEN SKITTLES GARDEN SET,UNMAPPED,naive_lag_1,14,12.0000,12.0000,0.0000,1.7143,3.2514,2.0000
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,UNMAPPED,naive_lag_1,14,16.0000,16.0000,0.0000,1.7143,3.0237,1.5000
84228,HEN HOUSE WITH CHICK STANDING,UNMAPPED,moving_average_7,14,12.0000,12.0001,0.0001,1.7143,3.4286,2.0000
85169D,PINK LOVE BIRD CANDLE,UNMAPPED,naive_lag_1,14,12.0000,12.0000,0.0000,1.7143,4.5356,2.0000
22654,DELUXE SEWING KIT,UNMAPPED,weekday_seasonal_mean,14,45.0000,46.0586,1.0586,1.7141,2.3718,0.5333
22679,FRENCH BLUE METAL DOOR SIGN 4,UNMAPPED,lstm,14,22.0000,7.7533,-14.2467,1.7105,3.9747,1.0885
22025,RING OF ROSES BIRTHDAY CARD,UNMAPPED,lstm,14,19.0000,9.2840,-9.7160,1.7068,3.3207,1.2577
21220,SET/4 BADGES DOGS,UNMAPPED,weekday_seasonal_mean,14,25.0000,12.0820,-12.9180,1.7030,2.9006,0.9537
48111,DOORMAT 3 SMILEY CATS,UNMAPPED,lstm,14,23.0000,12.3140,-10.6860,1.7026,2.8301,1.0364
23025,DRAWER KNOB VINTAGE GLASS BALL,UNMAPPED,weekday_seasonal_mean,14,20.0000,6.1882,-13.8118,1.7017,3.4761,1.1912
22468,BABUSHKA LIGHTS STRING OF 10,UNMAPPED,lstm,14,22.0000,16.4408,-5.5592,1.7015,3.1514,1.0828
22776,SWEETHEART 3 TIER CAKE STAND,UNMAPPED,weekday_seasonal_mean,14,34.0000,32.0600,-1.9400,1.7015,2.2364,0.7006
84912B,GREEN ROSE WASHBAG,UNMAPPED,gru,14,22.0000,13.2341,-8.7659,1.6882,2.7050,1.0743
22523,CHILDS GARDEN FORK PINK,UNMAPPED,lstm,14,21.0000,6.5645,-14.4355,1.6821,3.3559,1.1214
84509B,SET OF 4 FAIRY CAKE PLACEMATS,UNMAPPED,lstm,14,21.0000,3.7007,-17.2993,1.6813,3.5726,1.1208
21059,PARTY INVITES DINOSAURS,UNMAPPED,lstm,14,21.0000,4.9219,-16.0781,1.6774,3.8201,1.1183
22487,WHITE WOOD GARDEN PLANT LADDER,UNMAPPED,weekday_seasonal_mean,14,21.0000,31.0350,10.0350,1.6682,1.9076,1.1121
46776D,WOVEN SUNSET CUSHION COVER,UNMAPPED,weekday_seasonal_mean,14,24.0000,2.3398,-21.6602,1.6650,2.6678,0.9712
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,UNMAPPED,weekday_seasonal_mean,14,20.0000,33.5382,13.5382,1.6627,1.9631,1.1639
82616B,FRAPPUCINO SCARF KNITTING KIT,UNMAPPED,weekday_seasonal_mean,14,27.0000,10.9470,-16.0530,1.6596,3.6659,0.8605
85174,S/4 CACTI CANDLES,UNMAPPED,weekday_seasonal_mean,14,15.0000,27.0068,12.0068,1.6565,2.0403,1.5460
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,UNMAPPED,lstm,14,21.0000,10.6573,-10.3427,1.6564,3.2164,1.1042
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,UNMAPPED,lstm,14,24.0000,18.7847,-5.2153,1.6504,2.0971,0.9628
22517,CHILDS GARDEN RAKE PINK,UNMAPPED,seasonal_naive_lag_7,14,12.0000,13.0000,1.0000,1.6429,2.0874,1.9167
22802,FAUX FUR CHOCOLATE THROW,UNMAPPED,weekday_seasonal_mean,14,23.0000,1.6702,-21.3298,1.6429,3.5530,1.0000
21418,STARFISH SOAP DISH,UNMAPPED,moving_average_7,14,20.0000,8.5713,-11.4287,1.6326,3.4422,1.1429
48173C,DOORMAT BLACK FLOCK,UNMAPPED,gru,14,17.0000,15.7410,-1.2590,1.6259,2.6616,1.3390
23067,HANGING ENGRAVED METAL HEART,UNMAPPED,weekday_seasonal_mean,14,21.0000,5.2100,-15.7900,1.6257,3.8144,1.0838
23397,FOOT STOOL HOME SWEET HOME,UNMAPPED,lstm,14,15.0000,27.3253,12.3253,1.6251,1.8292,1.5167
84927F,PSYCHEDELIC TILE HOOK,UNMAPPED,weekday_seasonal_mean,14,20.0000,5.2898,-14.7102,1.6187,3.4819,1.1331
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,UNMAPPED,lstm,14,16.0000,7.6555,-8.3445,1.6098,4.1636,1.4086
90214N,"LETTER ""N"" BLING KEY RING",UNMAPPED,moving_average_7,14,17.0000,10.0000,-7.0000,1.6020,3.5667,1.3193
22101,MIRROR MOSAIC VOTIVE HOLDER,UNMAPPED,lstm,14,16.0000,7.6223,-8.3777,1.5947,3.0474,1.3954
84356,POMPOM CURTAIN,UNMAPPED,lstm,14,20.0000,3.8321,-16.1679,1.5918,3.5323,1.1143
21383,PACK OF 12 STICKY BUNNIES,UNMAPPED,lstm,14,19.0000,8.8856,-10.1144,1.5851,3.6984,1.1679
21730,GLASS STAR FROSTED T-LIGHT HOLDER,UNMAPPED,weekday_seasonal_mean,14,23.0000,20.5628,-2.4372,1.5846,1.9343,0.9645
90200A,PURPLE SWEETHEART BRACELET,UNMAPPED,moving_average_7,14,25.0000,14.0000,-11.0000,1.5816,3.4122,0.8857
48116,DOORMAT MULTICOLOUR STRIPE,UNMAPPED,lstm,14,22.0000,7.3408,-14.6592,1.5803,2.6492,1.0056
22486,PLASMATRONIC LAMP,UNMAPPED,weekday_seasonal_mean,14,22.0000,1.5708,-20.4292,1.5757,3.8029,1.0027
20777,CHRYSANTHEMUM NOTEBOOK,UNMAPPED,gru,14,28.0000,17.7433,-10.2567,1.5756,2.1867,0.7878
23110,PARISIENNE KEY CABINET,UNMAPPED,weekday_seasonal_mean,14,24.0000,11.9890,-12.0110,1.5742,2.2923,0.9183
20616,CHERRY BLOSSOM PASSPORT COVER,UNMAPPED,seasonal_naive_lag_7,14,4.0000,24.0000,20.0000,1.5714,4.6291,5.5000
21032,SPACE CADET WHITE,UNMAPPED,naive_lag_1,14,11.0000,11.0000,0.0000,1.5714,3.7985,2.0000
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,UNMAPPED,seasonal_naive_lag_7,14,9.0000,13.0000,4.0000,1.5714,2.8536,2.4444
23411,TRELLIS COAT RACK,UNMAPPED,weekday_seasonal_mean,14,20.0000,3.8764,-16.1236,1.5616,2.8526,1.0931
22374,AIRLINE BAG VINTAGE JET SET RED,UNMAPPED,weekday_seasonal_mean,14,27.0000,19.1758,-7.8242,1.5485,2.8156,0.8029
DOT,DOTCOM POSTAGE,UNMAPPED,gru,14,27.0000,17.8808,-9.1192,1.5447,1.8724,0.8009
21060,PARTY INVITES BALLOON GIRL,UNMAPPED,lstm,14,19.0000,4.3446,-14.6554,1.5438,3.4445,1.1375
21883,STARS GIFT TAPE,UNMAPPED,lstm,14,15.0000,10.1520,-4.8480,1.5428,3.1786,1.4400
21808,"CHRISTMAS GARLAND STARS,TREES",UNMAPPED,weekday_seasonal_mean,14,11.0000,18.8460,7.8460,1.5413,1.8923,1.9616
90200D,PINK SWEETHEART BRACELET,UNMAPPED,weekday_seasonal_mean,14,23.0000,5.7840,-17.2160,1.5400,3.6925,0.9374
22121,NOEL WOODEN BLOCK LETTERS,UNMAPPED,weekday_seasonal_mean,14,21.0000,28.8310,7.8310,1.5380,1.8850,1.0253
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,UNMAPPED,lstm,14,21.0000,4.9496,-16.0504,1.5376,2.5532,1.0251
21058,PARTY INVITES WOODLAND,UNMAPPED,lstm,14,19.0000,4.7770,-14.2230,1.5328,3.7564,1.1294
22896,PEG BAG APPLES DESIGN,UNMAPPED,lstm,14,27.0000,12.7653,-14.2347,1.5294,2.3851,0.7930
47590B,PINK HAPPY BIRTHDAY BUNTING,UNMAPPED,lstm,14,21.0000,18.3339,-2.6661,1.5280,2.1705,1.0186
21873,IF YOU CAN'T STAND THE HEAT MUG,UNMAPPED,gru,14,18.0000,9.3595,-8.6405,1.5257,2.5557,1.1866
22789,T-LIGHT HOLDER SWEETHEART HANGING,UNMAPPED,lstm,14,20.0000,5.0197,-14.9803,1.5077,2.5474,1.0554
21718,RED METAL BEACH SPADE,UNMAPPED,gru,14,24.0000,10.9581,-13.0419,1.5055,3.1492,0.8782
21219,SET/4 BADGES BALLOON GIRL,UNMAPPED,gru,14,18.0000,8.3554,-9.6446,1.5035,3.1911,1.1694
23431,NATURAL HANGING QUILTED HEARTS,UNMAPPED,lstm,14,13.0000,11.5906,-1.4094,1.5035,3.1015,1.6191
10120,DOGGY RUBBER,UNMAPPED,seasonal_naive_lag_7,14,10.0000,11.0000,1.0000,1.5000,2.7386,2.1000
23050,RECYCLED ACAPULCO MAT GREEN,UNMAPPED,naive_lag_1,14,13.0000,12.0000,-1.0000,1.5000,2.1547,1.6154
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,UNMAPPED,seasonal_naive_lag_7,14,12.0000,17.0000,5.0000,1.5000,2.2520,1.7500
46776E,WOVEN CANDY CUSHION COVER,UNMAPPED,seasonal_naive_lag_7,14,11.0000,10.0000,-1.0000,1.5000,2.3146,1.9091
84884A,ANT WHITE WIRE HEART SPIRAL,UNMAPPED,seasonal_naive_lag_7,14,18.0000,5.0000,-13.0000,1.5000,3.5757,1.1667
22416,SET OF 36 SPACEBOY PAPER DOILIES,UNMAPPED,lstm,14,18.0000,3.7275,-14.2725,1.4917,3.5338,1.1602
21114,LAVENDER SCENTED FABRIC HEART,UNMAPPED,lstm,14,15.0000,7.8773,-7.1227,1.4894,2.8770,1.3901
22911,PAPER CHAIN KIT LONDON,UNMAPPED,weekday_seasonal_mean,14,10.0000,14.4964,4.4964,1.4834,2.0691,2.0768
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,UNMAPPED,lstm,14,18.0000,2.9358,-15.0642,1.4800,4.7871,1.1511
21879,HEARTS GIFT TAPE,UNMAPPED,moving_average_7,14,16.0000,10.7145,-5.2855,1.4796,3.3366,1.2947
21065,BOOM BOX SPEAKER GIRLS,UNMAPPED,weekday_seasonal_mean,14,27.0000,10.9480,-16.0520,1.4790,2.4732,0.7669
85131D,BEADED CRYSTAL HEART PINK ON STICK,UNMAPPED,lstm,14,18.0000,5.4826,-12.5174,1.4738,3.4833,1.1463
21464,DISCO BALL ROTATOR BATTERY OPERATED,UNMAPPED,weekday_seasonal_mean,14,19.0000,9.9042,-9.0958,1.4678,2.6314,1.0815
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,UNMAPPED,weekday_seasonal_mean,14,26.0000,11.0752,-14.9248,1.4668,2.1005,0.7898
22447,PIN CUSHION BABUSHKA BLUE,UNMAPPED,lstm,14,19.0000,2.0952,-16.9048,1.4637,3.6551,1.0785
21579,LOLITA DESIGN COTTON TOTE BAG,UNMAPPED,lstm,14,18.0000,3.1403,-14.8597,1.4577,3.5197,1.1338
21056,DOCTOR'S BAG SOFT TOY,UNMAPPED,gru,14,20.0000,10.1909,-9.8091,1.4567,2.1294,1.0197
21947,SET OF 6 HEART CHOPSTICKS,UNMAPPED,weekday_seasonal_mean,14,12.0000,32.2382,20.2382,1.4456,1.8775,1.6865
90119,METALIC LEAVES BAG CHARMS,UNMAPPED,weekday_seasonal_mean,14,20.0000,1.2196,-18.7804,1.4437,3.0311,1.0106
85202,HANGING WOOD AND FELT HEART,UNMAPPED,lstm,14,16.0000,6.3649,-9.6351,1.4315,2.4590,1.2525
21814,HEART T-LIGHT HOLDER,UNMAPPED,lstm,14,17.0000,4.2572,-12.7428,1.4304,4.2371,1.1779
20705,MRS ROBOT SOFT TOY,UNMAPPED,moving_average_7,14,14.0000,9.1430,-4.8570,1.4286,2.3977,1.4286
20819,SILVER TEDDY BEAR,UNMAPPED,naive_lag_1,14,4.0000,16.0000,12.0000,1.4286,3.3806,5.0000
21382,SET/4 SPRING FLOWER DECORATION,UNMAPPED,seasonal_naive_lag_7,14,7.0000,19.0000,12.0000,1.4286,2.9520,2.8571
44234,ASSORTED CIRCULAR MOBILE,UNMAPPED,seasonal_naive_lag_7,14,8.0000,14.0000,6.0000,1.4286,2.9032,2.5000
22424,ENAMEL BREAD BIN CREAM,UNMAPPED,weekday_seasonal_mean,14,33.0000,28.5402,-4.4598,1.4250,1.7494,0.6046
22681,FRENCH BLUE METAL DOOR SIGN 6,UNMAPPED,lstm,14,14.0000,9.3995,-4.6005,1.4245,2.6889,1.4245
22938,CUPCAKE LACE PAPER SET 6,UNMAPPED,lstm,14,4.0000,21.4829,17.4829,1.4240,1.6560,4.9839
21221,SET/4 BADGES CUTE CREATURES,UNMAPPED,moving_average_7,14,12.0000,10.4288,-1.5712,1.4184,2.5982,1.6548
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,UNMAPPED,weekday_seasonal_mean,14,0.0000,19.8396,19.8396,1.4171,1.6092,0.0000
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,UNMAPPED,lstm,14,15.0000,9.6151,-5.3849,1.3986,2.6368,1.3053
84192,ASSORTED COLOUR METAL CAT,UNMAPPED,lstm,14,17.0000,4.8562,-12.1438,1.3963,2.6367,1.1499
22414,DOORMAT NEIGHBOURHOOD WITCH,UNMAPPED,lstm,14,18.0000,5.3066,-12.6934,1.3950,3.2513,1.0850
22840,ROUND CAKE TIN VINTAGE RED,UNMAPPED,weekday_seasonal_mean,14,23.0000,25.0858,2.0858,1.3923,1.9819,0.8475
23180,MUM'S KITCHEN CLOCK,UNMAPPED,weekday_seasonal_mean,14,19.0000,1.9282,-17.0718,1.3912,3.3692,1.0251
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,UNMAPPED,weekday_seasonal_mean,14,24.0000,11.1718,-12.8282,1.3880,2.6918,0.8096
22148,EASTER CRAFT 4 CHICKS,UNMAPPED,lstm,14,16.0000,4.2463,-11.7537,1.3848,3.3245,1.2117
79191B,RETRO PLASTIC POLKA TRAY,UNMAPPED,weekday_seasonal_mean,14,14.0000,8.7486,-5.2514,1.3826,3.3474,1.3826
22431,WATERING CAN BLUE ELEPHANT,UNMAPPED,lstm,14,22.0000,10.9401,-11.0599,1.3791,2.1652,0.8776
22636,CHILDS BREAKFAST SET CIRCUS PARADE,UNMAPPED,weekday_seasonal_mean,14,26.0000,30.4732,4.4732,1.3748,1.7496,0.7403
22623,BOX OF VINTAGE JIGSAW BLOCKS,UNMAPPED,weekday_seasonal_mean,14,34.0000,43.7596,9.7596,1.3739,1.9993,0.5657
20931,BLUE POT PLANT CANDLE,UNMAPPED,weekday_seasonal_mean,14,22.0000,11.4930,-10.5070,1.3712,3.0727,0.8726
22377,BOTTLE BAG RETROSPOT,UNMAPPED,lstm,14,18.0000,5.5936,-12.4064,1.3660,2.6159,1.0624
21207,SKULL AND CROSSBONES GARLAND,UNMAPPED,lstm,14,14.0000,6.4494,-7.5506,1.3572,3.1899,1.3572
20622,VIP PASSPORT COVER,UNMAPPED,naive_lag_1,14,3.0000,16.0000,13.0000,1.3571,3.5355,6.3333
23135,SMALL ZINC HEART WALL ORGANISER,UNMAPPED,seasonal_naive_lag_7,14,19.0000,2.0000,-17.0000,1.3571,4.5591,1.0000
23317,BLUE REFECTORY CLOCK,UNMAPPED,naive_lag_1,14,11.0000,12.0000,1.0000,1.3571,2.1213,1.7273
22778,GLASS CLOCHE SMALL,UNMAPPED,weekday_seasonal_mean,14,0.0000,18.8896,18.8896,1.3493,1.5294,0.0000
