scope,model_family,model,sku_id,description,observations,mae,rmse,wmape
sku,machine_learning,xgboost,22068,BLACK PIRATE TREASURE CHEST,28,6.8467,15.2188,1.0037
sku,deep_learning,gru,22069,BROWN PIRATE TREASURE CHEST,28,5.8695,13.1040,0.9391
sku,machine_learning,lightgbm,22069,BROWN PIRATE TREASURE CHEST,28,5.9040,11.8032,0.9446
sku,deep_learning,lstm,22069,BROWN PIRATE TREASURE CHEST,28,5.8856,13.1288,0.9417
sku,statistical,moving_average_7,22069,BROWN PIRATE TREASURE CHEST,28,5.5561,12.1085,0.8890
sku,statistical,naive_lag_1,22069,BROWN PIRATE TREASURE CHEST,28,8.7500,16.6551,1.4000
sku,statistical,seasonal_naive_lag_7,22069,BROWN PIRATE TREASURE CHEST,28,6.5357,13.3778,1.0457
sku,statistical,weekday_seasonal_mean,22069,BROWN PIRATE TREASURE CHEST,28,5.5847,13.1155,0.8936
sku,machine_learning,xgboost,22069,BROWN PIRATE TREASURE CHEST,28,6.2027,11.6138,0.9924
sku,deep_learning,gru,22070,SMALL RED RETROSPOT MUG IN BOX,28,13.8965,46.2147,1.0267
sku,machine_learning,lightgbm,22070,SMALL RED RETROSPOT MUG IN BOX,28,21.7655,45.5556,1.6080
sku,deep_learning,lstm,22070,SMALL RED RETROSPOT MUG IN BOX,28,13.7249,46.2534,1.0140
sku,statistical,moving_average_7,22070,SMALL RED RETROSPOT MUG IN BOX,28,25.2194,48.2770,1.8632
sku,statistical,naive_lag_1,22070,SMALL RED RETROSPOT MUG IN BOX,28,27.5000,66.3260,2.0317
sku,statistical,seasonal_naive_lag_7,22070,SMALL RED RETROSPOT MUG IN BOX,28,29.7143,68.2291,2.1953
sku,statistical,weekday_seasonal_mean,22070,SMALL RED RETROSPOT MUG IN BOX,28,13.3154,46.1317,0.9837
sku,machine_learning,xgboost,22070,SMALL RED RETROSPOT MUG IN BOX,28,21.7613,45.6879,1.6077
sku,deep_learning,gru,22071,SMALL WHITE RETROSPOT MUG IN BOX,28,13.1808,48.0941,1.0309
sku,machine_learning,lightgbm,22071,SMALL WHITE RETROSPOT MUG IN BOX,28,22.4427,47.9254,1.7553
sku,deep_learning,lstm,22071,SMALL WHITE RETROSPOT MUG IN BOX,28,13.0368,48.1229,1.0196
sku,statistical,moving_average_7,22071,SMALL WHITE RETROSPOT MUG IN BOX,28,26.1786,50.4778,2.0475
sku,statistical,naive_lag_1,22071,SMALL WHITE RETROSPOT MUG IN BOX,28,28.3571,71.4208,2.2179
sku,statistical,seasonal_naive_lag_7,22071,SMALL WHITE RETROSPOT MUG IN BOX,28,29.1429,70.6207,2.2793
sku,statistical,weekday_seasonal_mean,22071,SMALL WHITE RETROSPOT MUG IN BOX,28,12.8534,48.0000,1.0053
sku,machine_learning,xgboost,22071,SMALL WHITE RETROSPOT MUG IN BOX,28,21.6985,47.6846,1.6971
sku,deep_learning,gru,22072,RED RETROSPOT TEA CUP AND SAUCER,28,7.5043,13.3728,0.9683
sku,machine_learning,lightgbm,22072,RED RETROSPOT TEA CUP AND SAUCER,28,6.7613,10.4603,0.8724
sku,deep_learning,lstm,22072,RED RETROSPOT TEA CUP AND SAUCER,28,7.4586,13.3435,0.9624
sku,statistical,moving_average_7,22072,RED RETROSPOT TEA CUP AND SAUCER,28,4.8316,9.0503,0.6234
sku,statistical,naive_lag_1,22072,RED RETROSPOT TEA CUP AND SAUCER,28,5.1429,9.7211,0.6636
sku,statistical,seasonal_naive_lag_7,22072,RED RETROSPOT TEA CUP AND SAUCER,28,7.6786,13.4177,0.9908
sku,statistical,weekday_seasonal_mean,22072,RED RETROSPOT TEA CUP AND SAUCER,28,7.8859,12.5779,1.0175
sku,machine_learning,xgboost,22072,RED RETROSPOT TEA CUP AND SAUCER,28,6.7120,10.1419,0.8661
sku,deep_learning,gru,22073,RED RETROSPOT STORAGE JAR,28,0.0875,0.0875,0.0000
sku,machine_learning,lightgbm,22073,RED RETROSPOT STORAGE JAR,28,0.3276,0.3459,0.0000
sku,deep_learning,lstm,22073,RED RETROSPOT STORAGE JAR,28,0.0757,0.0757,0.0000
sku,statistical,moving_average_7,22073,RED RETROSPOT STORAGE JAR,28,0.0000,0.0000,0.0000
sku,statistical,naive_lag_1,22073,RED RETROSPOT STORAGE JAR,28,0.0000,0.0000,0.0000
sku,statistical,seasonal_naive_lag_7,22073,RED RETROSPOT STORAGE JAR,28,0.0000,0.0000,0.0000
sku,statistical,weekday_seasonal_mean,22073,RED RETROSPOT STORAGE JAR,28,2.9893,3.3093,0.0000
sku,machine_learning,xgboost,22073,RED RETROSPOT STORAGE JAR,28,0.1471,0.1622,0.0000
sku,deep_learning,gru,22074,6 RIBBONS SHIMMERING PINKS,28,7.6563,16.1052,0.8859
sku,machine_learning,lightgbm,22074,6 RIBBONS SHIMMERING PINKS,28,7.1509,13.9222,0.8274
sku,deep_learning,lstm,22074,6 RIBBONS SHIMMERING PINKS,28,7.7103,16.2000,0.8921
sku,statistical,moving_average_7,22074,6 RIBBONS SHIMMERING PINKS,28,7.4184,13.6849,0.8583
sku,statistical,naive_lag_1,22074,6 RIBBONS SHIMMERING PINKS,28,11.7857,20.3540,1.3636
sku,statistical,seasonal_naive_lag_7,22074,6 RIBBONS SHIMMERING PINKS,28,7.3214,14.4036,0.8471
sku,statistical,weekday_seasonal_mean,22074,6 RIBBONS SHIMMERING PINKS,28,7.4286,15.7899,0.8595
sku,machine_learning,xgboost,22074,6 RIBBONS SHIMMERING PINKS,28,8.1639,14.4181,0.9446
sku,deep_learning,gru,22075,6 RIBBONS ELEGANT CHRISTMAS,28,22.1034,53.0314,0.8432
sku,machine_learning,lightgbm,22075,6 RIBBONS ELEGANT CHRISTMAS,28,17.8814,48.9130,0.6821
sku,deep_learning,lstm,22075,6 RIBBONS ELEGANT CHRISTMAS,28,22.6679,53.5668,0.8647
sku,statistical,moving_average_7,22075,6 RIBBONS ELEGANT CHRISTMAS,28,22.2398,49.8795,0.8484
sku,statistical,naive_lag_1,22075,6 RIBBONS ELEGANT CHRISTMAS,28,34.2143,73.0068,1.3052
sku,statistical,seasonal_naive_lag_7,22075,6 RIBBONS ELEGANT CHRISTMAS,28,18.1429,46.1364,0.6921
sku,statistical,weekday_seasonal_mean,22075,6 RIBBONS ELEGANT CHRISTMAS,28,22.9906,54.8600,0.8770
sku,machine_learning,xgboost,22075,6 RIBBONS ELEGANT CHRISTMAS,28,17.6908,47.9192,0.6749
sku,deep_learning,gru,22076,6 RIBBONS EMPIRE,28,14.5751,30.1526,0.8814
sku,machine_learning,lightgbm,22076,6 RIBBONS EMPIRE,28,12.5467,26.4942,0.7588
sku,deep_learning,lstm,22076,6 RIBBONS EMPIRE,28,14.7812,30.5347,0.8939
sku,statistical,moving_average_7,22076,6 RIBBONS EMPIRE,28,12.5357,26.0003,0.7581
sku,statistical,naive_lag_1,22076,6 RIBBONS EMPIRE,28,18.4286,32.7828,1.1145
sku,statistical,seasonal_naive_lag_7,22076,6 RIBBONS EMPIRE,28,13.3214,28.9562,0.8056
sku,statistical,weekday_seasonal_mean,22076,6 RIBBONS EMPIRE,28,14.3772,30.7738,0.8695
sku,machine_learning,xgboost,22076,6 RIBBONS EMPIRE,28,12.5544,25.7850,0.7592
sku,deep_learning,gru,22077,6 RIBBONS RUSTIC CHARM,28,23.9716,37.1281,0.8175
sku,machine_learning,lightgbm,22077,6 RIBBONS RUSTIC CHARM,28,35.6059,45.1619,1.2143
sku,deep_learning,lstm,22077,6 RIBBONS RUSTIC CHARM,28,24.2375,37.5369,0.8266
sku,statistical,moving_average_7,22077,6 RIBBONS RUSTIC CHARM,28,27.4745,35.8548,0.9370
sku,statistical,naive_lag_1,22077,6 RIBBONS RUSTIC CHARM,28,32.8929,45.2426,1.1218
sku,statistical,seasonal_naive_lag_7,22077,6 RIBBONS RUSTIC CHARM,28,26.7143,37.2827,0.9111
sku,statistical,weekday_seasonal_mean,22077,6 RIBBONS RUSTIC CHARM,28,19.2357,29.3692,0.6560
sku,machine_learning,xgboost,22077,6 RIBBONS RUSTIC CHARM,28,33.6167,40.1407,1.1465
sku,deep_learning,gru,22078,RIBBON REEL LACE DESIGN,28,3.6380,4.9233,0.9701
sku,machine_learning,lightgbm,22078,RIBBON REEL LACE DESIGN,28,5.2505,6.1508,1.4001
sku,deep_learning,lstm,22078,RIBBON REEL LACE DESIGN,28,3.6132,4.9927,0.9635
sku,statistical,moving_average_7,22078,RIBBON REEL LACE DESIGN,28,7.5000,9.9304,2.0000
sku,statistical,naive_lag_1,22078,RIBBON REEL LACE DESIGN,28,4.8571,6.5900,1.2952
sku,statistical,seasonal_naive_lag_7,22078,RIBBON REEL LACE DESIGN,28,9.5714,25.6195,2.5524
sku,statistical,weekday_seasonal_mean,22078,RIBBON REEL LACE DESIGN,28,3.9999,4.9398,1.0666
sku,machine_learning,xgboost,22078,RIBBON REEL LACE DESIGN,28,5.9348,7.3304,1.5826
sku,deep_learning,gru,22079,RIBBON REEL HEARTS DESIGN,28,5.8133,7.9568,0.9093
sku,machine_learning,lightgbm,22079,RIBBON REEL HEARTS DESIGN,28,5.7124,7.5776,0.8936
sku,deep_learning,lstm,22079,RIBBON REEL HEARTS DESIGN,28,5.8467,8.2154,0.9146
sku,statistical,moving_average_7,22079,RIBBON REEL HEARTS DESIGN,28,6.4133,7.7821,1.0032
sku,statistical,naive_lag_1,22079,RIBBON REEL HEARTS DESIGN,28,7.8929,11.1467,1.2346
sku,statistical,seasonal_naive_lag_7,22079,RIBBON REEL HEARTS DESIGN,28,7.6786,11.2043,1.2011
sku,statistical,weekday_seasonal_mean,22079,RIBBON REEL HEARTS DESIGN,28,4.8975,6.6751,0.7661
sku,machine_learning,xgboost,22079,RIBBON REEL HEARTS DESIGN,28,6.8013,9.1096,1.0639
sku,deep_learning,gru,22080,RIBBON REEL POLKADOTS,28,5.5760,7.8188,0.8771
sku,machine_learning,lightgbm,22080,RIBBON REEL POLKADOTS,28,5.3363,7.1967,0.8394
sku,deep_learning,lstm,22080,RIBBON REEL POLKADOTS,28,5.6846,8.1027,0.8942
sku,statistical,moving_average_7,22080,RIBBON REEL POLKADOTS,28,6.4082,7.7957,1.0080
sku,statistical,naive_lag_1,22080,RIBBON REEL POLKADOTS,28,8.2143,11.0292,1.2921
sku,statistical,seasonal_naive_lag_7,22080,RIBBON REEL POLKADOTS,28,8.5357,11.5712,1.3427
sku,statistical,weekday_seasonal_mean,22080,RIBBON REEL POLKADOTS,28,4.5381,6.5482,0.7139
sku,machine_learning,xgboost,22080,RIBBON REEL POLKADOTS,28,6.8614,8.5387,1.0793
sku,deep_learning,gru,22081,RIBBON REEL FLORA + FAUNA,28,2.8241,5.1713,1.0983
sku,machine_learning,lightgbm,22081,RIBBON REEL FLORA + FAUNA,28,4.0276,4.9571,1.5663
sku,deep_learning,lstm,22081,RIBBON REEL FLORA + FAUNA,28,2.8085,5.1844,1.0922
sku,statistical,moving_average_7,22081,RIBBON REEL FLORA + FAUNA,28,3.8010,5.3059,1.4782
sku,statistical,naive_lag_1,22081,RIBBON REEL FLORA + FAUNA,28,4.7500,7.3848,1.8472
sku,statistical,seasonal_naive_lag_7,22081,RIBBON REEL FLORA + FAUNA,28,4.5357,7.5333,1.7639
sku,statistical,weekday_seasonal_mean,22081,RIBBON REEL FLORA + FAUNA,28,3.0930,4.6587,1.2028
sku,machine_learning,xgboost,22081,RIBBON REEL FLORA + FAUNA,28,4.4304,5.3973,1.7229
sku,deep_learning,gru,22082,RIBBON REEL STRIPES DESIGN,28,10.1904,14.9038,0.8295
sku,machine_learning,lightgbm,22082,RIBBON REEL STRIPES DESIGN,28,9.5285,13.2137,0.7756
sku,deep_learning,lstm,22082,RIBBON REEL STRIPES DESIGN,28,10.4387,15.3538,0.8497
sku,statistical,moving_average_7,22082,RIBBON REEL STRIPES DESIGN,28,10.6378,14.8726,0.8659
sku,statistical,naive_lag_1,22082,RIBBON REEL STRIPES DESIGN,28,15.3214,22.0300,1.2471
sku,statistical,seasonal_naive_lag_7,22082,RIBBON REEL STRIPES DESIGN,28,13.6429,19.2984,1.1105
sku,statistical,weekday_seasonal_mean,22082,RIBBON REEL STRIPES DESIGN,28,7.6908,12.5788,0.6260
sku,machine_learning,xgboost,22082,RIBBON REEL STRIPES DESIGN,28,9.9487,13.2660,0.8098
sku,deep_learning,gru,22083,PAPER CHAIN KIT RETROSPOT,28,17.2888,25.5619,0.7975
sku,machine_learning,lightgbm,22083,PAPER CHAIN KIT RETROSPOT,28,15.7258,20.0927,0.7254
sku,deep_learning,lstm,22083,PAPER CHAIN KIT RETROSPOT,28,17.8050,26.3105,0.8213
sku,statistical,moving_average_7,22083,PAPER CHAIN KIT RETROSPOT,28,19.2449,23.0901,0.8877
sku,statistical,naive_lag_1,22083,PAPER CHAIN KIT RETROSPOT,28,20.8214,28.0261,0.9605
sku,statistical,seasonal_naive_lag_7,22083,PAPER CHAIN KIT RETROSPOT,28,15.3571,22.2919,0.7084
sku,statistical,weekday_seasonal_mean,22083,PAPER CHAIN KIT RETROSPOT,28,12.7983,18.5525,0.5904
sku,machine_learning,xgboost,22083,PAPER CHAIN KIT RETROSPOT,28,15.1214,19.2314,0.6975
sku,deep_learning,gru,22084,PAPER CHAIN KIT EMPIRE,28,0.4877,1.4393,1.2413
sku,machine_learning,lightgbm,22084,PAPER CHAIN KIT EMPIRE,28,0.7561,1.4129,1.9247
sku,deep_learning,lstm,22084,PAPER CHAIN KIT EMPIRE,28,0.4738,1.4427,1.2061
sku,statistical,moving_average_7,22084,PAPER CHAIN KIT EMPIRE,28,0.4745,1.4196,1.2078
sku,statistical,naive_lag_1,22084,PAPER CHAIN KIT EMPIRE,28,0.7857,2.0874,2.0000
sku,statistical,seasonal_naive_lag_7,22084,PAPER CHAIN KIT EMPIRE,28,0.3929,1.4760,1.0000
sku,statistical,weekday_seasonal_mean,22084,PAPER CHAIN KIT EMPIRE,28,12.0585,13.6602,30.6944
sku,machine_learning,xgboost,22084,PAPER CHAIN KIT EMPIRE,28,0.7494,1.4082,1.9075
sku,deep_learning,gru,22085,PAPER CHAIN KIT SKULLS,28,1.2696,2.6915,1.0772
sku,machine_learning,lightgbm,22085,PAPER CHAIN KIT SKULLS,28,1.7250,2.6943,1.4636
sku,deep_learning,lstm,22085,PAPER CHAIN KIT SKULLS,28,1.2523,2.7071,1.0625
sku,statistical,moving_average_7,22085,PAPER CHAIN KIT SKULLS,28,1.4949,2.7310,1.2684
sku,statistical,naive_lag_1,22085,PAPER CHAIN KIT SKULLS,28,2.0357,3.8219,1.7273
sku,statistical,seasonal_naive_lag_7,22085,PAPER CHAIN KIT SKULLS,28,1.3929,3.1904,1.1818
sku,statistical,weekday_seasonal_mean,22085,PAPER CHAIN KIT SKULLS,28,2.8989,3.7648,2.4597
sku,machine_learning,xgboost,22085,PAPER CHAIN KIT SKULLS,28,1.7345,2.6824,1.4717
sku,deep_learning,gru,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28,237.7967,298.9127,0.9443
sku,machine_learning,lightgbm,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28,146.8515,182.0717,0.5832
sku,deep_learning,lstm,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28,240.1296,301.5899,0.9536
sku,statistical,moving_average_7,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28,140.2449,198.0483,0.5569
sku,statistical,naive_lag_1,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28,196.8214,274.9399,0.7816
sku,statistical,seasonal_naive_lag_7,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28,122.5000,181.7569,0.4865
sku,statistical,weekday_seasonal_mean,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28,212.4352,275.2752,0.8436
sku,machine_learning,xgboost,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28,139.2993,173.0494,0.5532
sku,deep_learning,gru,22087,PAPER BUNTING WHITE LACE,28,23.0637,48.4021,1.0433
sku,machine_learning,lightgbm,22087,PAPER BUNTING WHITE LACE,28,26.2230,44.9845,1.1862
sku,deep_learning,lstm,22087,PAPER BUNTING WHITE LACE,28,23.0972,48.2946,1.0448
sku,statistical,moving_average_7,22087,PAPER BUNTING WHITE LACE,28,29.9490,46.3073,1.3547
sku,statistical,naive_lag_1,22087,PAPER BUNTING WHITE LACE,28,22.4286,43.5849,1.0145
sku,statistical,seasonal_naive_lag_7,22087,PAPER BUNTING WHITE LACE,28,39.0357,66.2741,1.7658
sku,statistical,weekday_seasonal_mean,22087,PAPER BUNTING WHITE LACE,28,23.5780,44.6612,1.0665
sku,machine_learning,xgboost,22087,PAPER BUNTING WHITE LACE,28,27.1330,45.1298,1.2273
sku,deep_learning,gru,22088,UNKNOWN,28,0.0875,0.0875,0.0000
sku,machine_learning,lightgbm,22088,UNKNOWN,28,0.3405,0.3581,0.0000
sku,deep_learning,lstm,22088,UNKNOWN,28,0.0757,0.0757,0.0000
sku,statistical,moving_average_7,22088,UNKNOWN,28,0.0000,0.0000,0.0000
sku,statistical,naive_lag_1,22088,UNKNOWN,28,0.0000,0.0000,0.0000
sku,statistical,seasonal_naive_lag_7,22088,UNKNOWN,28,0.0000,0.0000,0.0000
sku,statistical,weekday_seasonal_mean,22088,UNKNOWN,28,6.1789,6.8552,0.0000
sku,machine_learning,xgboost,22088,UNKNOWN,28,0.1875,0.1994,0.0000
sku,deep_learning,gru,22089,PAPER BUNTING VINTAGE PAISLEY,28,2.6861,3.3436,1.2535
sku,machine_learning,lightgbm,22089,PAPER BUNTING VINTAGE PAISLEY,28,3.4970,4.4931,1.6319
sku,deep_learning,lstm,22089,PAPER BUNTING VINTAGE PAISLEY,28,2.6360,3.3613,1.2301
sku,statistical,moving_average_7,22089,PAPER BUNTING VINTAGE PAISLEY,28,3.1377,3.7499,1.4643
sku,statistical,naive_lag_1,22089,PAPER BUNTING VINTAGE PAISLEY,28,2.4643,4.4601,1.1500
sku,statistical,seasonal_naive_lag_7,22089,PAPER BUNTING VINTAGE PAISLEY,28,2.9286,5.6883,1.3667
sku,statistical,weekday_seasonal_mean,22089,PAPER BUNTING VINTAGE PAISLEY,28,3.6733,4.6596,1.7142
sku,machine_learning,xgboost,22089,PAPER BUNTING VINTAGE PAISLEY,28,4.0950,5.2823,1.9110
sku,deep_learning,gru,22090,PAPER BUNTING RETROSPOT,28,8.4017,13.4630,0.8713
sku,machine_learning,lightgbm,22090,PAPER BUNTING RETROSPOT,28,10.1918,12.3082,1.0569
sku,deep_learning,lstm,22090,PAPER BUNTING RETROSPOT,28,8.6492,14.0851,0.8970
sku,statistical,moving_average_7,22090,PAPER BUNTING RETROSPOT,28,9.6327,13.5520,0.9989
sku,statistical,naive_lag_1,22090,PAPER BUNTING RETROSPOT,28,11.7500,17.4980,1.2185
sku,statistical,seasonal_naive_lag_7,22090,PAPER BUNTING RETROSPOT,28,11.5000,16.7545,1.1926
sku,statistical,weekday_seasonal_mean,22090,PAPER BUNTING RETROSPOT,28,15.8082,18.5952,1.6394
sku,machine_learning,xgboost,22090,PAPER BUNTING RETROSPOT,28,10.5356,12.5262,1.0926
sku,deep_learning,gru,22091,EMPIRE TISSUE BOX,28,7.8021,20.8922,1.0605
sku,machine_learning,lightgbm,22091,EMPIRE TISSUE BOX,28,12.4768,20.4516,1.6959
sku,deep_learning,lstm,22091,EMPIRE TISSUE BOX,28,7.3779,21.2845,1.0028
sku,statistical,moving_average_7,22091,EMPIRE TISSUE BOX,28,11.9082,21.9712,1.6186
sku,statistical,naive_lag_1,22091,EMPIRE TISSUE BOX,28,10.5000,25.5902,1.4272
sku,statistical,seasonal_naive_lag_7,22091,EMPIRE TISSUE BOX,28,12.2857,27.1754,1.6699
sku,statistical,weekday_seasonal_mean,22091,EMPIRE TISSUE BOX,28,7.9594,20.8805,1.0819
sku,machine_learning,xgboost,22091,EMPIRE TISSUE BOX,28,13.2989,20.9099,1.8076
sku,deep_learning,gru,22092,BLUE PAISLEY TISSUE BOX,28,2.6803,6.7419,1.0876
sku,machine_learning,lightgbm,22092,BLUE PAISLEY TISSUE BOX,28,5.6699,7.5854,2.3008
sku,deep_learning,lstm,22092,BLUE PAISLEY TISSUE BOX,28,2.6556,6.7600,1.0777
sku,statistical,moving_average_7,22092,BLUE PAISLEY TISSUE BOX,28,4.2755,6.8385,1.7350
sku,statistical,naive_lag_1,22092,BLUE PAISLEY TISSUE BOX,28,3.9286,9.5319,1.5942
sku,statistical,seasonal_naive_lag_7,22092,BLUE PAISLEY TISSUE BOX,28,3.1429,7.0508,1.2754
sku,statistical,weekday_seasonal_mean,22092,BLUE PAISLEY TISSUE BOX,28,2.3655,6.5636,0.9599
sku,machine_learning,xgboost,22092,BLUE PAISLEY TISSUE BOX,28,5.9125,7.7151,2.3993
sku,deep_learning,gru,22093,MOTORING TISSUE BOX,28,6.9916,12.7684,1.0937
sku,machine_learning,lightgbm,22093,MOTORING TISSUE BOX,28,10.8122,13.4019,1.6913
sku,deep_learning,lstm,22093,MOTORING TISSUE BOX,28,6.7988,12.9876,1.0635
sku,statistical,moving_average_7,22093,MOTORING TISSUE BOX,28,10.0204,13.3450,1.5674
sku,statistical,naive_lag_1,22093,MOTORING TISSUE BOX,28,11.4286,18.8944,1.7877
sku,statistical,seasonal_naive_lag_7,22093,MOTORING TISSUE BOX,28,10.2500,17.5306,1.6034
sku,statistical,weekday_seasonal_mean,22093,MOTORING TISSUE BOX,28,6.2497,12.0263,0.9776
sku,machine_learning,xgboost,22093,MOTORING TISSUE BOX,28,11.3865,13.8391,1.7811
sku,deep_learning,gru,22094,RED RETROSPOT TISSUE BOX,28,10.7406,20.8800,0.9578
sku,machine_learning,lightgbm,22094,RED RETROSPOT TISSUE BOX,28,15.2290,19.3026,1.3580
sku,deep_learning,lstm,22094,RED RETROSPOT TISSUE BOX,28,10.6780,21.0351,0.9522
sku,statistical,moving_average_7,22094,RED RETROSPOT TISSUE BOX,28,18.1939,22.6682,1.6224
sku,statistical,naive_lag_1,22094,RED RETROSPOT TISSUE BOX,28,18.8929,29.1970,1.6847
sku,statistical,seasonal_naive_lag_7,22094,RED RETROSPOT TISSUE BOX,28,20.5357,46.6549,1.8312
sku,statistical,weekday_seasonal_mean,22094,RED RETROSPOT TISSUE BOX,28,10.9701,20.2205,0.9782
sku,machine_learning,xgboost,22094,RED RETROSPOT TISSUE BOX,28,16.6117,20.3440,1.4813
sku,deep_learning,gru,22095,LADS ONLY TISSUE BOX,28,18.0881,50.3261,0.9970
sku,machine_learning,lightgbm,22095,LADS ONLY TISSUE BOX,28,22.8584,49.5172,1.2599
sku,deep_learning,lstm,22095,LADS ONLY TISSUE BOX,28,18.0057,50.4789,0.9924
sku,statistical,moving_average_7,22095,LADS ONLY TISSUE BOX,28,27.6939,52.8836,1.5264
sku,statistical,naive_lag_1,22095,LADS ONLY TISSUE BOX,28,32.0357,70.6432,1.7657
sku,statistical,seasonal_naive_lag_7,22095,LADS ONLY TISSUE BOX,28,30.5714,66.8308,1.6850
sku,statistical,weekday_seasonal_mean,22095,LADS ONLY TISSUE BOX,28,18.2031,50.2192,1.0033
sku,machine_learning,xgboost,22095,LADS ONLY TISSUE BOX,28,22.3051,49.5980,1.2294
sku,deep_learning,gru,22096,PINK PAISLEY SQUARE TISSUE BOX,28,12.1165,41.9077,1.0407
sku,machine_learning,lightgbm,22096,PINK PAISLEY SQUARE TISSUE BOX,28,16.1924,41.2554,1.3908
sku,deep_learning,lstm,22096,PINK PAISLEY SQUARE TISSUE BOX,28,12.0675,41.9450,1.0365
sku,statistical,moving_average_7,22096,PINK PAISLEY SQUARE TISSUE BOX,28,17.8112,43.3176,1.5298
sku,statistical,naive_lag_1,22096,PINK PAISLEY SQUARE TISSUE BOX,28,22.6071,59.0257,1.9417
sku,statistical,seasonal_naive_lag_7,22096,PINK PAISLEY SQUARE TISSUE BOX,28,15.0357,43.5041,1.2914
sku,statistical,weekday_seasonal_mean,22096,PINK PAISLEY SQUARE TISSUE BOX,28,12.0602,41.2485,1.0358
sku,machine_learning,xgboost,22096,PINK PAISLEY SQUARE TISSUE BOX,28,17.0628,41.5535,1.4655
sku,deep_learning,gru,22097,SWALLOW SQUARE TISSUE BOX,28,11.1952,41.3623,1.0079
sku,machine_learning,lightgbm,22097,SWALLOW SQUARE TISSUE BOX,28,14.1434,40.7711,1.2734
sku,deep_learning,lstm,22097,SWALLOW SQUARE TISSUE BOX,28,11.0750,41.4124,0.9971
sku,statistical,moving_average_7,22097,SWALLOW SQUARE TISSUE BOX,28,15.6582,42.7800,1.4097
sku,statistical,naive_lag_1,22097,SWALLOW SQUARE TISSUE BOX,28,21.1071,58.9767,1.9003
sku,statistical,seasonal_naive_lag_7,22097,SWALLOW SQUARE TISSUE BOX,28,13.5357,42.3780,1.2186
sku,statistical,weekday_seasonal_mean,22097,SWALLOW SQUARE TISSUE BOX,28,11.2135,41.4878,1.0096
sku,machine_learning,xgboost,22097,SWALLOW SQUARE TISSUE BOX,28,14.6543,40.9121,1.3194
sku,deep_learning,gru,22098,BOUDOIR SQUARE TISSUE BOX,28,8.5118,17.9498,1.0407
sku,machine_learning,lightgbm,22098,BOUDOIR SQUARE TISSUE BOX,28,12.7098,18.6551,1.5540
sku,deep_learning,lstm,22098,BOUDOIR SQUARE TISSUE BOX,28,8.3787,18.0281,1.0245
sku,statistical,moving_average_7,22098,BOUDOIR SQUARE TISSUE BOX,28,12.2398,18.6229,1.4966
sku,statistical,naive_lag_1,22098,BOUDOIR SQUARE TISSUE BOX,28,14.9643,25.4495,1.8297
sku,statistical,seasonal_naive_lag_7,22098,BOUDOIR SQUARE TISSUE BOX,28,13.8571,25.4264,1.6943
sku,statistical,weekday_seasonal_mean,22098,BOUDOIR SQUARE TISSUE BOX,28,8.7502,17.2718,1.0699
sku,machine_learning,xgboost,22098,BOUDOIR SQUARE TISSUE BOX,28,13.0112,18.7936,1.5909
sku,deep_learning,gru,22099,CARAVAN SQUARE TISSUE BOX,28,2.9548,6.8896,0.9733
sku,machine_learning,lightgbm,22099,CARAVAN SQUARE TISSUE BOX,28,5.1117,7.5948,1.6839
sku,deep_learning,lstm,22099,CARAVAN SQUARE TISSUE BOX,28,2.9300,6.9008,0.9652
sku,statistical,moving_average_7,22099,CARAVAN SQUARE TISSUE BOX,28,3.9796,6.6485,1.3109
sku,statistical,naive_lag_1,22099,CARAVAN SQUARE TISSUE BOX,28,4.8214,9.8615,1.5882
sku,statistical,seasonal_naive_lag_7,22099,CARAVAN SQUARE TISSUE BOX,28,3.4643,7.3558,1.1412
sku,statistical,weekday_seasonal_mean,22099,CARAVAN SQUARE TISSUE BOX,28,3.2829,6.1800,1.0814
sku,machine_learning,xgboost,22099,CARAVAN SQUARE TISSUE BOX,28,5.7348,8.1192,1.8891
sku,deep_learning,gru,22100,SKULLS SQUARE TISSUE BOX,28,5.7096,21.3958,1.0518
sku,machine_learning,lightgbm,22100,SKULLS SQUARE TISSUE BOX,28,11.3902,21.4506,2.0982
sku,deep_learning,lstm,22100,SKULLS SQUARE TISSUE BOX,28,5.6819,21.4086,1.0467
sku,statistical,moving_average_7,22100,SKULLS SQUARE TISSUE BOX,28,11.3265,23.3081,2.0865
sku,statistical,naive_lag_1,22100,SKULLS SQUARE TISSUE BOX,28,10.7500,30.2661,1.9803
sku,statistical,seasonal_naive_lag_7,22100,SKULLS SQUARE TISSUE BOX,28,12.0714,35.3735,2.2237
sku,statistical,weekday_seasonal_mean,22100,SKULLS SQUARE TISSUE BOX,28,5.9220,21.2453,1.0909
sku,machine_learning,xgboost,22100,SKULLS SQUARE TISSUE BOX,28,11.9904,21.7079,2.2088
sku,deep_learning,gru,22101,MIRROR MOSAIC VOTIVE HOLDER,28,1.8497,2.8973,1.3998
